,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,66.0,66.0,66.0,66.0,66.0,66.0,66.0
mean,166665.25757575757,0.40565175482368526,0.618515491242764,0.8914256198347108,0.5878042957326844,0.13636363636363635,0.08613516113516112
std,24135.11385022667,0.19442152348924965,0.2557191423635056,0.2450717596792733,0.2031709151109915,0.22438727760202973,0.1675395029290324
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150888.25,0.3333333333333333,0.4464285714285714,0.9318181818181819,0.5,0.0,0.0
50%,172207.5,0.3771551724137931,0.6666666666666666,1.0,0.5442307692307693,0.0,0.0
75%,182898.75,0.43833333333333335,0.8461538461538461,1.0,0.6666666666666666,0.3333333333333333,0.1428571428571428
max,202261.0,1.0,1.0,1.0,1.0,1.0,1.0
