,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,64.0,64.0,64.0,64.0,64.0,64.0,64.0
mean,166590.953125,0.27574066558441557,0.4001116071428571,0.53515625,0.3436383928571428,0.046875,0.03087797619047619
std,24422.708731658302,0.2939781641519656,0.3945580188642261,0.47947389219190106,0.3224868652541323,0.19352105008343878,0.14477670337370627
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150890.75,0.0,0.0,0.0,0.0,0.0,0.0
50%,172207.5,0.25,0.3666666666666667,0.625,0.5,0.0,0.0
75%,183038.0,0.5,0.6875,1.0,0.5,0.0,0.0
max,202261.0,1.0,1.0,1.0,1.0,1.0,1.0
