,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,166485.5,0.44926073926073923,0.6580952380952381,0.8791666666666667,0.6245146520146521,0.375,0.2613095238095238
std,26214.075456814335,0.10302759322628242,0.09251531166469812,0.1367191633591635,0.08791234281692117,0.09001028747788696,0.11965618262679253
min,118844.0,0.3076923076923077,0.5714285714285714,0.6666666666666666,0.5,0.25,0.125
25%,150881.5,0.36796536796536794,0.5785714285714285,0.75,0.5785714285714285,0.3333333333333333,0.14880952380952375
50%,175572.0,0.44505494505494503,0.6333333333333333,0.9375,0.6201923076923077,0.3333333333333333,0.26785714285714285
75%,182412.5,0.5340909090909091,0.7291666666666666,1.0,0.6666666666666666,0.4583333333333333,0.3333333333333333
max,202261.0,0.6,0.8333333333333334,1.0,0.75,0.5,0.5
