,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,3.0,3.0,3.0,3.0,3.0,3.0,3.0
mean,152660.66666666666,0.5738095238095238,0.8888888888888888,1.0,0.6388888888888888,0.8333333333333334,0.5555555555555555
std,29907.249293997826,0.17501214729463857,0.1924500897298753,0.0,0.1272937693043289,0.28867513459481287,0.3849001794597505
min,123677.0,0.4,0.6666666666666666,1.0,0.5,0.5,0.3333333333333333
25%,137284.5,0.4857142857142857,0.8333333333333333,1.0,0.5833333333333333,0.75,0.3333333333333333
50%,150892.0,0.5714285714285714,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333
75%,167152.5,0.6607142857142857,1.0,1.0,0.7083333333333333,1.0,0.6666666666666666
max,183413.0,0.75,1.0,1.0,0.75,1.0,1.0
