,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,36.0,36.0,36.0,36.0,36.0,36.0,36.0
mean,164430.83333333334,0.39886644001109994,0.8298648745952668,0.9839506172839507,0.5081940316696532,0.3564814814814814,0.1338901952259795
std,25193.495149683833,0.04884562210016062,0.13312316463003288,0.04806260206669136,0.08512681631252296,0.15503598034914948,0.07300085564908403
min,90729.0,0.273972602739726,0.5,0.8,0.3333333333333333,0.2,0.0588235294117647
25%,150888.5,0.3708183990442055,0.75,1.0,0.4509803921568627,0.3125,0.0833333333333333
50%,172044.5,0.3870967741935484,0.91,1.0,0.48,0.3333333333333333,0.1111111111111111
75%,179399.75,0.42445054945054944,0.9230769230769232,1.0,0.5733082706766917,0.3333333333333333,0.1428571428571428
max,198543.0,0.5454545454545454,1.0,1.0,0.7142857142857143,1.0,0.3333333333333333
