,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,68.0,68.0,68.0,68.0,68.0,68.0,68.0
mean,166633.35294117648,0.32272547617703323,0.466328197945845,0.6709383753501401,0.4392369068839657,0.15441176470588236,0.06041083099906629
std,23902.05333137015,0.2765492046196794,0.3554895083514413,0.44373352517990705,0.3112354932489803,0.3223516621461438,0.13136668034967888
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150890.75,0.0,0.0,0.0,0.0,0.0,0.0
50%,172207.5,0.3333333333333333,0.5,1.0,0.5,0.0,0.0
75%,182870.25,0.4638009049773755,0.75,1.0,0.6666666666666666,0.0,0.0
max,202261.0,1.0,1.0,1.0,1.0,1.0,0.5
