,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,65.0,65.0,65.0,65.0,65.0,65.0,65.0
mean,166794.46153846153,0.27589410589410585,0.3739560439560439,0.5269230769230769,0.3383516483516484,0.05897435897435897,0.041172161172161166
std,24286.640301998417,0.29385343228726607,0.36792284359993915,0.48032190728238144,0.32278404756340784,0.20291018391160837,0.15619172557125605
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150892.0,0.0,0.0,0.0,0.0,0.0,0.0
50%,172208.0,0.25,0.5,0.5,0.5,0.0,0.0
75%,182913.0,0.5,0.6666666666666666,1.0,0.5,0.0,0.0
max,202261.0,1.0,1.0,1.0,1.0,1.0,1.0
