,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,65.0,65.0,65.0,65.0,65.0,65.0,65.0
mean,166794.46153846153,0.2695204795204795,0.3631868131868131,0.5269230769230769,0.3383516483516484,0.03076923076923077,0.023589743589743587
std,24286.640301998417,0.2905917461113642,0.3573764307940714,0.48032190728238144,0.32278404756340784,0.14991985038166739,0.1319884092295235
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150892.0,0.0,0.0,0.0,0.0,0.0,0.0
50%,172208.0,0.25,0.4,0.5,0.5,0.0,0.0
75%,182913.0,0.5,0.6666666666666666,1.0,0.5,0.0,0.0
max,202261.0,1.0,1.0,1.0,1.0,1.0,1.0
