,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,6.0,6.0,6.0,6.0,6.0,6.0,6.0
mean,151986.16666666666,0.5285714285714286,0.8166666666666668,0.9444444444444445,0.6249999999999999,0.6666666666666666,0.3888888888888889
std,25864.10502156737,0.07772268862134538,0.16566364853052237,0.13608276348795434,0.10206207261596575,0.2581988897471611,0.12546210878484684
min,123664.0,0.4,0.6,0.6666666666666666,0.5,0.5,0.25
25%,130477.25,0.5,0.7,1.0,0.5416666666666666,0.5,0.2708333333333333
50%,150885.0,0.5357142857142857,0.8166666666666667,1.0,0.6666666666666666,0.5,0.41666666666666663
75%,172267.75,0.5928571428571429,0.9583333333333334,1.0,0.6666666666666666,0.875,0.5
max,183413.0,0.6,1.0,1.0,0.75,1.0,0.5
