,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,68.0,68.0,68.0,68.0,68.0,68.0,68.0
mean,166633.35294117648,0.3676031812117214,0.6141538692468622,0.9253612808759868,0.5599448874930294,0.1404411764705882,0.06768499066293182
std,23902.05333137015,0.10264021210076842,0.22871634066559318,0.20665448663547734,0.13916042132885112,0.23454405464519426,0.09648949151401782
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150890.75,0.3269230769230769,0.44047619047619047,1.0,0.5,0.0,0.0
50%,172207.5,0.375,0.6666666666666666,1.0,0.5477272727272727,0.0,0.0
75%,182870.25,0.4090038314176245,0.7857142857142857,1.0,0.6038461538461538,0.25,0.1428571428571428
max,202261.0,0.5714285714285714,1.0,1.0,1.0,1.0,0.3333333333333333
