,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,26.0,26.0,26.0,26.0,26.0,26.0,26.0
mean,172025.34615384616,0.4307104693238774,0.7441810326425711,0.9653388278388277,0.5780115183961337,0.4474358974358975,0.22748432123432114
std,23832.564587038985,0.08062406573059491,0.1455896047302476,0.08146360073828568,0.0874169882775756,0.22448421412910616,0.11473041627037395
min,90729.0,0.273972602739726,0.5,0.6666666666666666,0.3333333333333333,0.2,0.0625
25%,171746.0,0.37740384615384615,0.6666666666666666,1.0,0.5,0.25,0.1428571428571428
50%,179402.5,0.42481203007518786,0.7142857142857143,1.0,0.5773809523809523,0.41666666666666663,0.1833333333333333
75%,185369.25,0.4636363636363636,0.8607954545454546,1.0,0.625,0.5,0.3214285714285714
max,202261.0,0.6363636363636364,1.0,1.0,0.75,1.0,0.5
