,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,62.0,62.0,62.0,62.0,62.0,62.0,62.0
mean,167358.9516129032,0.39783714366767015,0.7749726204180521,0.9522273425499231,0.5312427801730732,0.44731182795698926,0.13109069009211322
std,24047.071681189027,0.06033458057857879,0.19869052445578153,0.1253635399116284,0.08318748683923824,0.3820207218889096,0.11819038377107856
min,90729.0,0.25,0.1,0.1666666666666666,0.3333333333333333,0.0,0.0
25%,152208.5,0.3654761904761904,0.60625,1.0,0.4509803921568627,0.17499999999999996,0.06354166666666665
50%,172228.0,0.38799283154121866,0.820855614973262,1.0,0.5172413793103449,0.3333333333333333,0.1111111111111111
75%,182898.75,0.425595238095238,0.9891304347826086,1.0,0.5822368421052632,0.9166666666666666,0.1666666666666666
max,202261.0,0.6363636363636364,1.0,1.0,0.75,1.0,0.5
