,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,6.0,6.0,6.0,6.0,6.0,6.0,6.0
mean,171353.66666666666,0.4702380952380952,0.7666666666666666,0.9166666666666666,0.5507936507936507,0.638888888888889,0.446031746031746
std,18387.818888238664,0.17240298464831244,0.21081851067789195,0.2041241452319315,0.10505010862078916,0.2870669040614181,0.3091450674255209
min,150892.0,0.2857142857142857,0.5,0.5,0.4,0.3333333333333333,0.1428571428571428
25%,156351.25,0.3678571428571428,0.6166666666666667,1.0,0.5,0.5,0.23333333333333334
50%,172364.0,0.41428571428571426,0.75,1.0,0.5357142857142857,0.5,0.41666666666666663
75%,180428.25,0.5571428571428572,0.9583333333333334,1.0,0.6428571428571428,0.875,0.5
max,198372.0,0.75,1.0,1.0,0.6666666666666666,1.0,1.0
