,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,68.0,68.0,68.0,68.0,68.0,68.0,68.0
mean,166633.35294117648,0.36852711435812385,0.6912481225961339,0.9368347338935574,0.5215078343870025,0.2093487394957983,0.07740362950678695
std,23902.05333137015,0.07195813603150593,0.2198652307650749,0.16770713658660247,0.10465909629398089,0.23433610878856417,0.07436406650317896
min,90729.0,0.0294117647058823,0.0454545454545454,0.0,0.0,0.0,0.0
25%,150890.75,0.3430397727272727,0.553030303030303,1.0,0.4509803921568627,0.0,0.0
50%,172207.5,0.38061703554661297,0.7032967032967032,1.0,0.5172413793103449,0.1666666666666666,0.0833333333333333
75%,182870.25,0.4,0.92,1.0,0.5733082706766917,0.3333333333333333,0.13571428571428568
max,202261.0,0.5454545454545454,1.0,1.0,0.75,1.0,0.25
