,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,22.0,22.0,22.0,22.0,22.0,22.0,22.0
mean,173411.9090909091,0.4820804016786528,0.7112649605296663,0.9412878787878789,0.6282553195596674,0.4045454545454545,0.2701659451659451
std,20414.619826438324,0.1558831258523796,0.17374392018468177,0.12772110387551608,0.15789676951028905,0.22643906746551326,0.19970173248734316
min,123664.0,0.3333333333333333,0.2857142857142857,0.5,0.5,0.2,0.0833333333333333
25%,171752.0,0.3960526315789473,0.6354166666666666,1.0,0.5,0.25,0.1428571428571428
50%,176185.5,0.43247126436781613,0.7142857142857143,1.0,0.5527777777777778,0.3333333333333333,0.225
75%,190493.75,0.553030303030303,0.8333333333333334,1.0,0.7291666666666666,0.5,0.3333333333333333
max,202261.0,1.0,1.0,1.0,1.0,1.0,1.0
