,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,68.0,68.0,68.0,68.0,68.0,68.0,68.0
mean,166633.35294117648,0.4060296847025568,0.5819565934834101,0.8921680035650624,0.5870892300785485,0.13088235294117645,0.087406629318394
std,23902.05333137015,0.19725262435127044,0.24313213777197268,0.24185343141346813,0.20016302029463223,0.22896161710024773,0.1694483575541152
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150890.75,0.3269230769230769,0.4,0.9005681818181819,0.5,0.0,0.0
50%,172207.5,0.3801313628899835,0.6458333333333333,1.0,0.5527777777777778,0.0,0.0
75%,182870.25,0.44870689655172413,0.7857142857142857,1.0,0.6666666666666666,0.25,0.1428571428571428
max,202261.0,1.0,1.0,1.0,1.0,1.0,1.0
