,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,19.0,19.0,19.0,19.0,19.0,19.0,19.0
mean,167584.0,0.4647093661412547,0.807142857142857,0.9692982456140351,0.6166381863750285,0.631578947368421,0.3276106934001671
std,20156.81924588081,0.17889761093721698,0.1459346640722435,0.09300590016706974,0.13788604536824114,0.2639850548076413,0.2630407434694547
min,123664.0,0.2307692307692307,0.5,0.6666666666666666,0.4,0.3333333333333333,0.1111111111111111
25%,161316.0,0.36931818181818177,0.75,1.0,0.5,0.5,0.1666666666666666
50%,171754.0,0.4,0.8,1.0,0.625,0.5,0.25
75%,179391.0,0.5277777777777778,0.9166666666666667,1.0,0.6666666666666666,1.0,0.3666666666666667
max,198372.0,1.0,1.0,1.0,1.0,1.0,1.0
