,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,2.0,2.0,2.0,2.0,2.0,2.0,2.0
mean,131241.5,0.23636363636363636,0.625,0.5,0.3333333333333333,0.5,0.1875
std,57293.326945640016,0.05142594772265798,0.1767766952966369,0.7071067811865476,0.4714045207910317,0.0,0.08838834764831845
min,90729.0,0.2,0.5,0.0,0.0,0.5,0.125
25%,110985.25,0.2181818181818182,0.5625,0.25,0.16666666666666666,0.5,0.15625
50%,131241.5,0.23636363636363636,0.625,0.5,0.3333333333333333,0.5,0.1875
75%,151497.75,0.2545454545454545,0.6875,0.75,0.5,0.5,0.21875
max,171754.0,0.2727272727272727,0.75,1.0,0.6666666666666666,0.5,0.25
