,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,24.0,24.0,24.0,24.0,24.0,24.0,24.0
mean,167927.25,0.4749011378055496,0.8094742063492064,0.9419642857142857,0.6090473184223184,0.6124999999999999,0.3163690476190476
std,20919.194090907124,0.15872826684929217,0.16173350496197558,0.1303776442844137,0.12691522037766018,0.26536138880151094,0.24042235336787712
min,123664.0,0.2307692307692307,0.2857142857142857,0.5,0.4,0.2,0.1111111111111111
25%,166609.25,0.4,0.75,1.0,0.5,0.5,0.19166666666666665
50%,172045.5,0.43303571428571425,0.8,1.0,0.6,0.5,0.25
75%,179511.75,0.5555555555555556,0.9166666666666666,1.0,0.6666666666666666,1.0,0.35
max,198372.0,1.0,1.0,1.0,1.0,1.0,1.0
