,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,63.0,63.0,63.0,63.0,63.0,63.0,63.0
mean,167005.26984126985,0.3780955972843031,0.7340436210048372,0.9503401360544217,0.5307468630274689,0.28068783068783065,0.08984149863001403
std,24016.985149094333,0.05709936969101854,0.20231908764998696,0.12524739733119472,0.08260772570358028,0.3017750109782998,0.09377892863160603
min,90729.0,0.25,0.1,0.1666666666666666,0.3333333333333333,0.0,0.0
25%,150889.5,0.3636363636363636,0.5714285714285714,1.0,0.4509803921568627,0.0,0.0
50%,172208.0,0.3770491803278688,0.75,1.0,0.5172413793103449,0.2,0.0833333333333333
75%,182884.5,0.40161290322580645,0.9583333333333334,1.0,0.5811403508771931,0.5,0.1428571428571428
max,202261.0,0.5454545454545454,1.0,1.0,0.75,1.0,0.3333333333333333
