,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,2.0,2.0,2.0,2.0,2.0,2.0,2.0
mean,131241.5,0.38181818181818183,0.7333333333333334,1.0,0.625,0.5,0.23809523809523805
std,57293.326945640016,0.02571297386132905,0.0942809041582064,0.0,0.1767766952966369,0.0,0.13468700594029479
min,90729.0,0.3636363636363636,0.6666666666666666,1.0,0.5,0.5,0.1428571428571428
25%,110985.25,0.3727272727272727,0.7,1.0,0.5625,0.5,0.1904761904761904
50%,131241.5,0.38181818181818183,0.7333333333333334,1.0,0.625,0.5,0.23809523809523805
75%,151497.75,0.39090909090909093,0.7666666666666667,1.0,0.6875,0.5,0.2857142857142857
max,171754.0,0.4,0.8,1.0,0.75,0.5,0.3333333333333333
