,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,41.0,41.0,41.0,41.0,41.0,41.0,41.0
mean,167259.0243902439,0.3820286121327305,0.7642543599913696,0.9475029036004646,0.5021784177881738,0.34721254355400694,0.12837675137711002
std,23736.447098805464,0.0717493550877925,0.20529147434709213,0.16470477579613693,0.12239528260588634,0.2071598942357541,0.05055112471494882
min,90729.0,0.0294117647058823,0.0454545454545454,0.0,0.0,0.1428571428571428,0.03125
25%,158257.0,0.375,0.6,1.0,0.4509803921568627,0.2,0.0909090909090909
50%,172046.0,0.3846153846153846,0.8333333333333334,1.0,0.5,0.3333333333333333,0.1111111111111111
75%,182856.0,0.4,0.9230769230769232,1.0,0.5714285714285714,0.3333333333333333,0.1666666666666666
max,198543.0,0.5454545454545454,1.0,1.0,0.7142857142857143,1.0,0.25
