,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,65.0,65.0,65.0,65.0,65.0,65.0,65.0
mean,166462.8923076923,0.3596861291046811,0.539047619047619,0.763070263070263,0.5099422146480969,0.18461538461538463,0.09576312576312576
std,24266.443856514,0.25649363582409357,0.33125114982900594,0.387340175358532,0.2836511100540078,0.3215671760580497,0.2049613871633392
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150887.0,0.25,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0
50%,172207.0,0.3636363636363636,0.5714285714285714,1.0,0.5714285714285714,0.0,0.0
75%,182913.0,0.44,0.8,1.0,0.6666666666666666,0.3333333333333333,0.1428571428571428
max,202261.0,1.0,1.0,1.0,1.0,1.0,1.0
