,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,57.0,57.0,57.0,57.0,57.0,57.0,57.0
mean,168004.91228070174,0.19911900964532542,0.24298245614035088,0.3333333333333333,0.23830409356725143,0.008771929824561403,0.005847953216374269
std,24757.897865616756,0.3046771138674397,0.35289262959156587,0.45643546458763845,0.33645804639941623,0.06622661785325218,0.044151078568834795
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,151217.0,0.0,0.0,0.0,0.0,0.0,0.0
50%,175962.0,0.0,0.0,0.0,0.0,0.0,0.0
75%,183414.0,0.4,0.5,1.0,0.5,0.0,0.0
max,202261.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333
