,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,21.0,21.0,21.0,21.0,21.0,21.0,21.0
mean,174981.04761904763,0.46836542858710345,0.7307692307692308,0.9603174603174602,0.6257892900750044,0.4285714285714285,0.2707105064247921
std,17209.841386474745,0.14835704420228493,0.15326508091749594,0.10075771137792086,0.14006194107647058,0.17928429140015903,0.19687817788880865
min,136730.0,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.25,0.1
25%,171749.0,0.375,0.6666666666666666,1.0,0.5,0.3333333333333333,0.1666666666666666
50%,175962.0,0.4285714285714285,0.7142857142857143,1.0,0.625,0.3333333333333333,0.25
75%,189048.0,0.5454545454545454,0.8333333333333334,1.0,0.6666666666666666,0.5,0.3333333333333333
max,202261.0,1.0,1.0,1.0,1.0,1.0,1.0
