,ID_ANONIMO,PRECISION,RECALL,PRECISION_OB,RECALL_OB,PRECISION_OP,RECALL_OP
count,66.0,66.0,66.0,66.0,66.0,66.0,66.0
mean,166665.25757575757,0.3843194150254364,0.5644968692428586,0.8914256198347108,0.5878042957326844,0.05176767676767677,0.028288840788840783
std,24135.11385022667,0.18410884146058798,0.2299487626883754,0.2450717596792733,0.2031709151109915,0.12807345608208656,0.07308345352735345
min,90729.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,150888.25,0.3019230769230769,0.40714285714285714,0.9318181818181819,0.5,0.0,0.0
50%,172207.5,0.36754385964912273,0.5714285714285714,1.0,0.5442307692307693,0.0,0.0
75%,182898.75,0.4137931034482758,0.7857142857142857,1.0,0.6666666666666666,0.0,0.0
max,202261.0,1.0,0.9166666666666666,1.0,1.0,0.5,0.3333333333333333
