Source,Target,Type,Id,Label,Weight
CSI30-2021/2,GE73D-2022/1,Directed,326,,1
CSI30-2021/2,CSW41-2022/1,Directed,327,,1
CSI30-2021/2,CSM44-2022/1,Directed,328,,1
CSI30-2021/2,CSX42-2022/1,Directed,329,,1
CSI30-2021/2,CSH42-2022/1,Directed,330,,1
CSI30-2021/2,EEC31-2022/1,Directed,331,,1
CSI30-2021/2,EL77A-2022/1,Directed,332,,1
CSI30-2021/2,CSS30-2022/1,Directed,333,,1
CSI30-2021/2,DI84D-2022/1,Directed,334,,1
CSI30-2020/1,FI74M-2020/2,Directed,335,,1
CSI30-2020/1,EL66E-2020/2,Directed,336,,1
CSI30-2020/1,EEX22-2020/2,Directed,337,,1
CSI30-2020/1,FI74S-2020/2,Directed,338,,1
CSI30-2020/1,EEE32-2020/2,Directed,339,,1
CSI30-2020/1,CSX54-2020/2,Directed,340,,1
EEX23-2021/1,ES70P-2021/2,Directed,341,,1
EEX23-2021/1,DI65H-2021/2,Directed,342,,1
EEX23-2021/1,ELF51-2021/2,Directed,343,,1
EEX23-2021/1,ELTE3-2021/2,Directed,344,,1
EEX23-2021/1,ELF62-2021/2,Directed,345,,1
EEX23-2021/1,EEC21-2021/2,Directed,346,,1
EEX23-2021/1,EEQ32-2021/2,Directed,347,,1
EEX23-2021/1,CSI30-2021/2,Directed,348,,1
EEX23-2021/1,CSH30-2021/2,Directed,349,,1
EEX23-2021/1,CSW42-2021/2,Directed,350,,1
EEX23-2021/1,CSR30-2021/2,Directed,351,,1
CSH42-2022/1,ENADE C-2022/2,Directed,352,,1
CSH42-2022/1,CSM45-2022/2,Directed,353,,1
CSH42-2022/1,CSM41-2022/2,Directed,354,,1
CSH42-2022/1,CSX43-2022/2,Directed,355,,1
CSH42-2022/1,CSX53-2022/2,Directed,356,,1
CSX54-2020/2,QB70E-2021/1,Directed,357,,1
CSX54-2020/2,GE70H-2021/1,Directed,358,,1
CSX54-2020/2,ES70G-2021/1,Directed,359,,1
CSX54-2020/2,GE70D-2021/1,Directed,360,,1
CSX54-2020/2,ELB23-2021/1,Directed,361,,1
CSX54-2020/2,EEX23-2021/1,Directed,362,,1
CSX54-2020/2,EEF21-2021/1,Directed,363,,1
CSX54-2020/2,EEF31-2021/1,Directed,364,,1
CSX54-2020/2,CSE30-2021/1,Directed,365,,1
CSX54-2020/1,FI74M-2020/2,Directed,366,,1
