,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
28097,179652.0,0.8094,10,08/08/16,FI71M,2016,2,4.0,60,Formado,1
28100,179652.0,0.8094,10,08/08/16,MA71A,2016,2,9.1,90,Formado,2
28107,179652.0,0.8094,10,08/08/16,MA71B,2016,2,9.2,90,Formado,3
28108,179652.0,0.8094,10,08/08/16,IF61B,2016,2,7.1,60,Formado,4
28113,179652.0,0.8094,10,08/08/16,IF61C,2016,2,4.9,90,Formado,5
28114,179652.0,0.8094,10,08/08/16,MA61B,2016,2,9.2,90,Formado,6
28115,179652.0,0.8094,10,08/08/16,MA61A,2016,2,9.1,90,Formado,7
28147,179652.0,0.8094,10,08/08/16,ES70R,2016,2,0.0,30,Formado,8
28082,179652.0,0.8094,10,08/08/16,FI71S,2017,1,7.3,60,Formado,9
28098,179652.0,0.8094,10,08/08/16,QB70C,2017,1,8.4,75,Formado,10
28101,179652.0,0.8094,10,08/08/16,FI72M,2017,1,10.0,60,Formado,11
28105,179652.0,0.8094,10,08/08/16,MA72A,2017,1,6.6,60,Formado,12
28120,179652.0,0.8094,10,08/08/16,FI72S,2017,1,10.0,60,Formado,13
28130,179652.0,0.8094,10,08/08/16,CSF20,2017,1,7.5,45,Formado,14
28131,179652.0,0.8094,10,08/08/16,CSD20,2017,1,7.1,45,Formado,15
28140,179652.0,0.8094,10,08/08/16,CSF13,2017,1,9.1,90,Formado,16
28148,179652.0,0.8094,10,08/08/16,FI72N,2017,1,6.6,30,Formado,17
28159,179652.0,0.8094,10,08/08/16,EEX11,2017,1,6.0,45,Formado,18
28102,179652.0,0.8094,10,08/08/16,MA73A,2017,2,8.6,60,Formado,19
28103,179652.0,0.8094,10,08/08/16,MA70G,2017,2,7.4,60,Formado,20
28104,179652.0,0.8094,10,08/08/16,MA70H,2017,2,7.4,60,Formado,21
28109,179652.0,0.8094,10,08/08/16,IF62C,2017,2,8.5,60,Formado,22
28121,179652.0,0.8094,10,08/08/16,FI73S,2017,2,7.5,60,Formado,23
28127,179652.0,0.8094,10,08/08/16,EEB21,2017,2,6.6,45,Formado,24
28133,179652.0,0.8094,10,08/08/16,CSE20,2017,2,8.5,60,Formado,25
28138,179652.0,0.8094,10,08/08/16,CSF30,2017,2,6.8,45,Formado,26
28141,179652.0,0.8094,10,08/08/16,FI73M,2017,2,7.5,60,Formado,27
28156,179652.0,0.8094,10,08/08/16,EEX21,2017,2,9.2,45,Formado,28
28081,179652.0,0.8094,10,08/08/16,EEQ31,2018,1,7.5,75,Formado,29
28117,179652.0,0.8094,10,08/08/16,EEB31,2018,1,4.6,90,Formado,30
28123,179652.0,0.8094,10,08/08/16,EEB22,2018,1,6.0,45,Formado,31
28142,179652.0,0.8094,10,08/08/16,CSD21,2018,1,7.4,45,Formado,32
28143,179652.0,0.8094,10,08/08/16,FI74M,2018,1,7.2,60,Formado,33
28150,179652.0,0.8094,10,08/08/16,FI74S,2018,1,7.2,60,Formado,34
28154,179652.0,0.8094,10,08/08/16,FI74N,2018,1,6.5,30,Formado,35
28155,179652.0,0.8094,10,08/08/16,EEF11,2018,1,7.4,30,Formado,36
28079,179652.0,0.8094,10,08/08/16,CSR31,2018,2,9.2,30,Formado,37
28099,179652.0,0.8094,10,08/08/16,ES70G,2018,2,10.0,45,Formado,38
28110,179652.0,0.8094,10,08/08/16,EL65A,2018,2,8.7,90,Formado,39
28116,179652.0,0.8094,10,08/08/16,EEB31,2018,2,8.7,90,Formado,40
28118,179652.0,0.8094,10,08/08/16,EEF21,2018,2,8.8,30,Formado,41
28128,179652.0,0.8094,10,08/08/16,CSG20,2018,2,10.0,45,Formado,42
28136,179652.0,0.8094,10,08/08/16,CSA30,2018,2,8.6,45,Formado,43
28149,179652.0,0.8094,10,08/08/16,CSW30,2018,2,9.2,60,Formado,44
28152,179652.0,0.8094,10,08/08/16,EEE31,2018,2,8.5,60,Formado,45
28076,179652.0,0.8094,10,08/08/16,CSW40,2019,1,9.3,60,Formado,46
28083,179652.0,0.8094,10,08/08/16,EEE32,2019,1,8.0,60,Formado,47
28129,179652.0,0.8094,10,08/08/16,CSA31,2019,1,8.8,45,Formado,48
28132,179652.0,0.8094,10,08/08/16,CSE30,2019,1,8.1,60,Formado,49
28137,179652.0,0.8094,10,08/08/16,CSO30,2019,1,7.8,60,Formado,50
28139,179652.0,0.8094,10,08/08/16,CSB30,2019,1,10.0,60,Formado,51
28151,179652.0,0.8094,10,08/08/16,EEX22,2019,1,6.1,45,Formado,52
28077,179652.0,0.8094,10,08/08/16,CSW41,2019,2,6.3,60,Formado,53
28094,179652.0,0.8094,10,08/08/16,CSI30,2019,2,9.6,45,Formado,54
28106,179652.0,0.8094,10,08/08/16,GE70D,2019,2,10.0,30,Formado,55
28134,179652.0,0.8094,10,08/08/16,CSR30,2019,2,9.3,45,Formado,56
28146,179652.0,0.8094,10,08/08/16,ES70P,2019,2,9.2,45,Formado,57
28153,179652.0,0.8094,10,08/08/16,EEQ32,2019,2,9.2,45,Formado,58
28157,179652.0,0.8094,10,08/08/16,EEC21,2019,2,7.4,60,Formado,59
28089,179652.0,0.8094,10,08/08/16,EEX23,2020,1,-1.0,45,Formado,60
28092,179652.0,0.8094,10,08/08/16,CSV30,2020,1,10.0,60,Formado,61
28122,179652.0,0.8094,10,08/08/16,EEC31,2020,1,7.8,30,Formado,62
28125,179652.0,0.8094,10,08/08/16,CSW42,2020,1,7.8,60,Formado,63
28135,179652.0,0.8094,10,08/08/16,CSS30,2020,1,9.0,60,Formado,64
28078,179652.0,0.8094,10,08/08/16,CSR44,2020,2,10.0,60,Formado,65
28088,179652.0,0.8094,10,08/08/16,EEX23,2020,2,8.1,45,Formado,66
28096,179652.0,0.8094,10,08/08/16,QB70E,2020,2,7.0,30,Formado,67
