,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
28947,183414.0,0.8543,10,29/02/16,FI71M,2016,1,4.4,60,Formado,1
28954,183414.0,0.8543,10,29/02/16,ES70R,2016,1,10.0,30,Formado,2
28959,183414.0,0.8543,10,29/02/16,MA71A,2016,1,6.2,90,Formado,3
28963,183414.0,0.8543,10,29/02/16,IF61B,2016,1,7.4,60,Formado,4
28965,183414.0,0.8543,10,29/02/16,MA71B,2016,1,7.0,90,Formado,5
28969,183414.0,0.8543,10,29/02/16,MA61A,2016,1,6.2,90,Formado,6
28970,183414.0,0.8543,10,29/02/16,MA61B,2016,1,7.0,90,Formado,7
28972,183414.0,0.8543,10,29/02/16,IF61C,2016,1,9.9,90,Formado,8
28976,183414.0,0.8543,10,29/02/16,ES61A,2016,1,10.0,30,Formado,9
28940,183414.0,0.8543,10,29/02/16,QB70D,2016,2,8.2,90,Formado,10
28948,183414.0,0.8543,10,29/02/16,EL62O,2016,2,10.0,45,Formado,11
28949,183414.0,0.8543,10,29/02/16,FI72N,2016,2,7.6,30,Formado,12
28958,183414.0,0.8543,10,29/02/16,FI73A,2016,2,9.7,75,Formado,13
28960,183414.0,0.8543,10,29/02/16,FI72M,2016,2,8.7,60,Formado,14
28964,183414.0,0.8543,10,29/02/16,IF62C,2016,2,9.6,60,Formado,15
28966,183414.0,0.8543,10,29/02/16,MA72A,2016,2,7.0,60,Formado,16
28968,183414.0,0.8543,10,29/02/16,MA62A,2016,2,7.0,60,Formado,17
28971,183414.0,0.8543,10,29/02/16,FI62A,2016,2,8.3,75,Formado,18
28974,183414.0,0.8543,10,29/02/16,FI63A,2016,2,9.7,75,Formado,19
28975,183414.0,0.8543,10,29/02/16,IF62J,2016,2,8.0,45,Formado,20
28977,183414.0,0.8543,10,29/02/16,QB62A,2016,2,8.2,90,Formado,21
28890,183414.0,0.8543,10,29/02/16,EEF11,2017,1,10.0,30,Formado,22
28891,183414.0,0.8543,10,29/02/16,EEX21,2017,1,8.0,45,Formado,23
28894,183414.0,0.8543,10,29/02/16,FI74N,2017,1,9.7,30,Formado,24
28899,183414.0,0.8543,10,29/02/16,EEX11,2017,1,10.0,45,Formado,25
28907,183414.0,0.8543,10,29/02/16,FI71S,2017,1,10.0,60,Formado,26
28917,183414.0,0.8543,10,29/02/16,EEB21,2017,1,8.2,45,Formado,27
28920,183414.0,0.8543,10,29/02/16,FI72S,2017,1,8.3,60,Formado,28
28922,183414.0,0.8543,10,29/02/16,FI73S,2017,1,9.7,60,Formado,29
28925,183414.0,0.8543,10,29/02/16,CSD20,2017,1,7.4,45,Formado,30
28937,183414.0,0.8543,10,29/02/16,CSE20,2017,1,9.6,60,Formado,31
28938,183414.0,0.8543,10,29/02/16,CSF20,2017,1,8.6,45,Formado,32
28942,183414.0,0.8543,10,29/02/16,CSF13,2017,1,9.9,90,Formado,33
28946,183414.0,0.8543,10,29/02/16,FI71M,2017,1,10.0,60,Formado,34
28955,183414.0,0.8543,10,29/02/16,MA70G,2017,1,6.9,60,Formado,35
28956,183414.0,0.8543,10,29/02/16,MA70H,2017,1,8.3,60,Formado,36
28957,183414.0,0.8543,10,29/02/16,MA73A,2017,1,9.7,60,Formado,37
28961,183414.0,0.8543,10,29/02/16,QB70C,2017,1,8.2,75,Formado,38
28887,183414.0,0.8543,10,29/02/16,FI74S,2017,2,7.5,60,Formado,39
28896,183414.0,0.8543,10,29/02/16,EEQ31,2017,2,9.8,75,Formado,40
28912,183414.0,0.8543,10,29/02/16,EEB31,2017,2,9.5,90,Formado,41
28919,183414.0,0.8543,10,29/02/16,EEB22,2017,2,8.4,45,Formado,42
28941,183414.0,0.8543,10,29/02/16,FI74M,2017,2,7.5,60,Formado,43
28943,183414.0,0.8543,10,29/02/16,CSD21,2017,2,10.0,45,Formado,44
28944,183414.0,0.8543,10,29/02/16,CSF30,2017,2,9.7,45,Formado,45
28885,183414.0,0.8543,10,29/02/16,EEE31,2018,1,9.1,60,Formado,46
28886,183414.0,0.8543,10,29/02/16,CSW30,2018,1,9.7,60,Formado,47
28910,183414.0,0.8543,10,29/02/16,CSR31,2018,1,8.8,30,Formado,48
28923,183414.0,0.8543,10,29/02/16,EEF21,2018,1,9.9,30,Formado,49
28927,183414.0,0.8543,10,29/02/16,CSG20,2018,1,10.0,45,Formado,50
28931,183414.0,0.8543,10,29/02/16,CSB30,2018,1,10.0,60,Formado,51
28932,183414.0,0.8543,10,29/02/16,CSA30,2018,1,8.5,45,Formado,52
28945,183414.0,0.8543,10,29/02/16,ES70G,2018,1,10.0,45,Formado,53
28895,183414.0,0.8543,10,29/02/16,EEX22,2018,2,8.4,45,Formado,54
28897,183414.0,0.8543,10,29/02/16,CSW40,2018,2,9.1,60,Formado,55
28908,183414.0,0.8543,10,29/02/16,EEE32,2018,2,6.6,60,Formado,56
28926,183414.0,0.8543,10,29/02/16,CSE30,2018,2,7.5,60,Formado,57
28928,183414.0,0.8543,10,29/02/16,CSA31,2018,2,8.2,45,Formado,58
28933,183414.0,0.8543,10,29/02/16,CSO30,2018,2,9.3,60,Formado,59
28892,183414.0,0.8543,10,29/02/16,EEC21,2019,1,8.1,60,Formado,60
28893,183414.0,0.8543,10,29/02/16,EEQ32,2019,1,8.6,45,Formado,61
28898,183414.0,0.8543,10,29/02/16,CSW41,2019,1,6.1,60,Formado,62
28915,183414.0,0.8543,10,29/02/16,CSI30,2019,1,9.5,45,Formado,63
28929,183414.0,0.8543,10,29/02/16,CSW42,2019,1,9.6,60,Formado,64
28934,183414.0,0.8543,10,29/02/16,CSR30,2019,1,9.8,45,Formado,65
28953,183414.0,0.8543,10,29/02/16,ES70P,2019,1,9.1,45,Formado,66
28906,183414.0,0.8543,10,29/02/16,ED70T,2019,2,9.4,30,Formado,67
28916,183414.0,0.8543,10,29/02/16,EEX23,2019,2,8.6,45,Formado,68
28918,183414.0,0.8543,10,29/02/16,EEC31,2019,2,6.7,30,Formado,69
28921,183414.0,0.8543,10,29/02/16,CSI41,2019,2,7.8,45,Formado,70
28930,183414.0,0.8543,10,29/02/16,CSI53,2019,2,9.8,45,Formado,71
28936,183414.0,0.8543,10,29/02/16,CSS30,2019,2,8.0,60,Formado,72
