,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
29173,186036.0,0.9386,10,08/08/16,ES61A,2016,2,10.0,30,Formado,1
29177,186036.0,0.9386,10,08/08/16,ES70R,2016,2,10.0,30,Formado,2
29180,186036.0,0.9386,10,08/08/16,MA71A,2016,2,9.7,90,Formado,3
29185,186036.0,0.9386,10,08/08/16,IF61B,2016,2,9.6,60,Formado,4
29186,186036.0,0.9386,10,08/08/16,MA71B,2016,2,8.6,90,Formado,5
29190,186036.0,0.9386,10,08/08/16,MA61A,2016,2,9.7,90,Formado,6
29191,186036.0,0.9386,10,08/08/16,FI61A,2016,2,9.2,75,Formado,7
29192,186036.0,0.9386,10,08/08/16,MA61B,2016,2,8.6,90,Formado,8
29193,186036.0,0.9386,10,08/08/16,IF61C,2016,2,9.3,90,Formado,9
29215,186036.0,0.9386,10,08/08/16,FI71M,2016,2,9.2,60,Formado,10
29168,186036.0,0.9386,10,08/08/16,EEX11,2017,1,10.0,45,Formado,11
29174,186036.0,0.9386,10,08/08/16,FI72N,2017,1,10.0,30,Formado,12
29181,186036.0,0.9386,10,08/08/16,FI72M,2017,1,10.0,60,Formado,13
29182,186036.0,0.9386,10,08/08/16,QB70C,2017,1,9.0,75,Formado,14
29187,186036.0,0.9386,10,08/08/16,MA72A,2017,1,10.0,60,Formado,15
29205,186036.0,0.9386,10,08/08/16,CSE20,2017,1,10.0,60,Formado,16
29206,186036.0,0.9386,10,08/08/16,CSF20,2017,1,9.7,45,Formado,17
29210,186036.0,0.9386,10,08/08/16,CSF13,2017,1,9.3,90,Formado,18
29217,186036.0,0.9386,10,08/08/16,FI71S,2017,1,9.2,60,Formado,19
29231,186036.0,0.9386,10,08/08/16,FI72S,2017,1,10.0,60,Formado,20
29235,186036.0,0.9386,10,08/08/16,CSD20,2017,1,9.6,45,Formado,21
29159,186036.0,0.9386,10,08/08/16,EEX21,2017,2,10.0,45,Formado,22
29178,186036.0,0.9386,10,08/08/16,MA70H,2017,2,9.6,60,Formado,23
29179,186036.0,0.9386,10,08/08/16,MA73A,2017,2,9.4,60,Formado,24
29189,186036.0,0.9386,10,08/08/16,MA70G,2017,2,9.6,60,Formado,25
29200,186036.0,0.9386,10,08/08/16,EEB21,2017,2,10.0,45,Formado,26
29211,186036.0,0.9386,10,08/08/16,FI73M,2017,2,9.4,60,Formado,27
29213,186036.0,0.9386,10,08/08/16,CSF30,2017,2,10.0,45,Formado,28
29232,186036.0,0.9386,10,08/08/16,FI73S,2017,2,9.4,60,Formado,29
29157,186036.0,0.9386,10,08/08/16,FI74S,2018,1,9.3,60,Formado,30
29158,186036.0,0.9386,10,08/08/16,EEF11,2018,1,10.0,30,Formado,31
29162,186036.0,0.9386,10,08/08/16,FI74N,2018,1,8.8,30,Formado,32
29165,186036.0,0.9386,10,08/08/16,EEQ31,2018,1,10.0,75,Formado,33
29208,186036.0,0.9386,10,08/08/16,FI74M,2018,1,9.3,60,Formado,34
29212,186036.0,0.9386,10,08/08/16,CSD21,2018,1,9.3,45,Formado,35
29223,186036.0,0.9386,10,08/08/16,EEB31,2018,1,9.5,90,Formado,36
