,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
25731,171740.0,0.8545,10,18/03/15,IF61C,2015,1,8.8,90,Formado,1
25732,171740.0,0.8545,10,18/03/15,MA61A,2015,1,9.0,90,Formado,2
25733,171740.0,0.8545,10,18/03/15,FI61A,2015,1,9.3,75,Formado,3
25742,171740.0,0.8545,10,18/03/15,ES61A,2015,1,8.8,30,Formado,4
25745,171740.0,0.8545,10,18/03/15,MA61B,2015,1,9.0,90,Formado,5
25759,171740.0,0.8545,10,18/03/15,IF61B,2015,1,7.0,60,Formado,6
25763,171740.0,0.8545,10,18/03/15,MA71A,2015,1,9.0,90,Formado,7
25769,171740.0,0.8545,10,18/03/15,MA71B,2015,1,9.0,90,Formado,8
25770,171740.0,0.8545,10,18/03/15,ES70R,2015,1,8.8,30,Formado,9
25774,171740.0,0.8545,10,18/03/15,FI71M,2015,1,9.3,60,Formado,10
25730,171740.0,0.8545,10,18/03/15,FI62A,2015,2,9.7,75,Formado,11
25736,171740.0,0.8545,10,18/03/15,MA62A,2015,2,6.5,60,Formado,12
25740,171740.0,0.8545,10,18/03/15,IF62J,2015,2,9.0,45,Formado,13
25744,171740.0,0.8545,10,18/03/15,FI63A,2015,2,7.9,75,Formado,14
25753,171740.0,0.8545,10,18/03/15,QB62A,2015,2,8.5,90,Formado,15
25755,171740.0,0.8545,10,18/03/15,MA72A,2015,2,6.5,60,Formado,16
25756,171740.0,0.8545,10,18/03/15,IF62C,2015,2,9.2,60,Formado,17
25762,171740.0,0.8545,10,18/03/15,FI73A,2015,2,7.9,75,Formado,18
25771,171740.0,0.8545,10,18/03/15,EL62O,2015,2,10.0,45,Formado,19
25772,171740.0,0.8545,10,18/03/15,FI72N,2015,2,9.2,30,Formado,20
25775,171740.0,0.8545,10,18/03/15,FI72M,2015,2,10.0,60,Formado,21
25779,171740.0,0.8545,10,18/03/15,QB70D,2015,2,8.5,90,Formado,22
25734,171740.0,0.8545,10,18/03/15,MA63B,2016,1,7.8,60,Formado,23
25737,171740.0,0.8545,10,18/03/15,MA63A,2016,1,6.9,60,Formado,24
25738,171740.0,0.8545,10,18/03/15,MA65A,2016,1,6.0,60,Formado,25
25748,171740.0,0.8545,10,18/03/15,IF63C,2016,1,6.8,45,Formado,26
25749,171740.0,0.8545,10,18/03/15,IF63E,2016,1,7.8,60,Formado,27
25751,171740.0,0.8545,10,18/03/15,EL63B,2016,1,5.0,75,Formado,28
25757,171740.0,0.8545,10,18/03/15,ES60A,2016,1,9.0,30,Formado,29
25764,171740.0,0.8545,10,18/03/15,MA70H,2016,1,6.0,60,Formado,30
25765,171740.0,0.8545,10,18/03/15,MA73A,2016,1,6.9,60,Formado,31
25768,171740.0,0.8545,10,18/03/15,MA70G,2016,1,7.8,60,Formado,32
25776,171740.0,0.8545,10,18/03/15,ES70L,2016,1,9.0,30,Formado,33
25781,171740.0,0.8545,10,18/03/15,IF63O,2016,1,7.9,45,Formado,34
25746,171740.0,0.8545,10,18/03/15,EL65A,2016,2,8.1,90,Formado,35
25747,171740.0,0.8545,10,18/03/15,IF64J,2016,2,9.4,45,Formado,36
25750,171740.0,0.8545,10,18/03/15,EL63B,2016,2,8.0,75,Formado,37
25752,171740.0,0.8545,10,18/03/15,FI64C,2016,2,9.5,60,Formado,38
25758,171740.0,0.8545,10,18/03/15,ES60F,2016,2,9.5,30,Formado,39
25760,171740.0,0.8545,10,18/03/15,IF64C,2016,2,8.9,45,Formado,40
25761,171740.0,0.8545,10,18/03/15,EL65G,2016,2,6.1,60,Formado,41
25782,171740.0,0.8545,10,18/03/15,EL64O,2016,2,8.5,75,Formado,42
25792,171740.0,0.8545,10,18/03/15,ES70N,2016,2,9.5,30,Formado,43
25686,171740.0,0.8545,10,18/03/15,EEB21,2017,1,8.0,45,Formado,44
25687,171740.0,0.8545,10,18/03/15,CSG20,2017,1,9.6,45,Formado,45
25688,171740.0,0.8545,10,18/03/15,CSH30,2017,1,7.9,45,Formado,46
25689,171740.0,0.8545,10,18/03/15,CSD20,2017,1,7.0,45,Formado,47
25692,171740.0,0.8545,10,18/03/15,CSE20,2017,1,9.2,60,Formado,48
25693,171740.0,0.8545,10,18/03/15,CSF20,2017,1,6.8,45,Formado,49
25694,171740.0,0.8545,10,18/03/15,EEF21,2017,1,7.5,30,Formado,50
