,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
29495,190495.0,0.8363,10,02/03/17,MA71A,2017,1,7.5,90,Formado,1
29505,190495.0,0.8363,10,02/03/17,MA71B,2017,1,7.8,90,Formado,2
29510,190495.0,0.8363,10,02/03/17,CSD20,2017,1,9.0,45,Formado,3
29511,190495.0,0.8363,10,02/03/17,CSF13,2017,1,8.1,90,Formado,4
29517,190495.0,0.8363,10,02/03/17,FI71M,2017,1,9.3,60,Formado,5
29538,190495.0,0.8363,10,02/03/17,FI71S,2017,1,9.3,60,Formado,6
29488,190495.0,0.8363,10,02/03/17,MA72A,2017,2,9.0,60,Formado,7
29496,190495.0,0.8363,10,02/03/17,FI72M,2017,2,8.5,60,Formado,8
29497,190495.0,0.8363,10,02/03/17,QB70C,2017,2,8.3,75,Formado,9
29508,190495.0,0.8363,10,02/03/17,CSE20,2017,2,8.0,60,Formado,10
29509,190495.0,0.8363,10,02/03/17,CSF20,2017,2,7.9,45,Formado,11
29518,190495.0,0.8363,10,02/03/17,FI72N,2017,2,7.4,30,Formado,12
29522,190495.0,0.8363,10,02/03/17,FI72S,2017,2,8.5,60,Formado,13
29563,190495.0,0.8363,10,02/03/17,EEX11,2017,2,10.0,45,Formado,14
29492,190495.0,0.8363,10,02/03/17,MA70G,2018,1,8.7,60,Formado,15
29493,190495.0,0.8363,10,02/03/17,MA70H,2018,1,8.9,60,Formado,16
29494,190495.0,0.8363,10,02/03/17,MA73A,2018,1,8.7,60,Formado,17
29512,190495.0,0.8363,10,02/03/17,FI73M,2018,1,7.0,60,Formado,18
29514,190495.0,0.8363,10,02/03/17,CSF30,2018,1,9.7,45,Formado,19
29523,190495.0,0.8363,10,02/03/17,FI73S,2018,1,7.0,60,Formado,20
29533,190495.0,0.8363,10,02/03/17,EEB21,2018,1,9.9,45,Formado,21
29566,190495.0,0.8363,10,02/03/17,EEF11,2018,1,8.4,30,Formado,22
29567,190495.0,0.8363,10,02/03/17,EEX21,2018,1,10.0,45,Formado,23
29513,190495.0,0.8363,10,02/03/17,CSD21,2018,2,6.5,45,Formado,24
29521,190495.0,0.8363,10,02/03/17,EEB22,2018,2,8.2,45,Formado,25
29527,190495.0,0.8363,10,02/03/17,EEB31,2018,2,7.8,90,Formado,26
29541,190495.0,0.8363,10,02/03/17,EEQ31,2018,2,9.4,75,Formado,27
29557,190495.0,0.8363,10,02/03/17,FI74N,2018,2,6.5,30,Formado,28
29491,190495.0,0.8363,10,02/03/17,FI74M,2019,1,6.0,60,Formado,29
29515,190495.0,0.8363,10,02/03/17,CSB30,2019,1,7.4,60,Formado,30
29516,190495.0,0.8363,10,02/03/17,CSA30,2019,1,8.0,45,Formado,31
29529,190495.0,0.8363,10,02/03/17,CSG20,2019,1,9.8,45,Formado,32
29540,190495.0,0.8363,10,02/03/17,CSR31,2019,1,8.8,30,Formado,33
29550,190495.0,0.8363,10,02/03/17,FI74S,2019,1,6.0,60,Formado,34
29560,190495.0,0.8363,10,02/03/17,EEE31,2019,1,6.1,60,Formado,35
29561,190495.0,0.8363,10,02/03/17,CSW30,2019,1,8.4,60,Formado,36
29498,190495.0,0.8363,10,02/03/17,ES70G,2019,2,9.7,45,Formado,37
29528,190495.0,0.8363,10,02/03/17,CSE30,2019,2,7.0,60,Formado,38
29530,190495.0,0.8363,10,02/03/17,CSA31,2019,2,9.1,45,Formado,39
29535,190495.0,0.8363,10,02/03/17,CSO30,2019,2,8.3,60,Formado,40
29542,190495.0,0.8363,10,02/03/17,CSW40,2019,2,8.7,60,Formado,41
29545,190495.0,0.8363,10,02/03/17,CSI30,2019,2,8.0,45,Formado,42
29504,190495.0,0.8363,10,02/03/17,EL68A,2020,1,-1.0,60,Formado,43
29506,190495.0,0.8363,10,02/03/17,CSR30,2020,1,8.9,45,Formado,44
29547,190495.0,0.8363,10,02/03/17,CSX54,2020,1,10.0,400,Formado,45
29556,190495.0,0.8363,10,02/03/17,EEQ32,2020,1,-1.0,45,Formado,46
29559,190495.0,0.8363,10,02/03/17,EEX22,2020,1,-1.0,45,Formado,47
29562,190495.0,0.8363,10,02/03/17,CSW41,2020,1,8.6,60,Formado,48
29503,190495.0,0.8363,10,02/03/17,EL66E,2020,2,9.2,120,Formado,49
29526,190495.0,0.8363,10,02/03/17,EEF31,2020,2,8.0,30,Formado,50
29539,190495.0,0.8363,10,02/03/17,EEE32,2020,2,9.2,60,Formado,51
29551,190495.0,0.8363,10,02/03/17,CSB54,2020,2,10.0,60,Formado,52
29552,190495.0,0.8363,10,02/03/17,ELF51,2020,2,9.4,60,Formado,53
29555,190495.0,0.8363,10,02/03/17,EEQ32,2020,2,9.4,45,Formado,54
29489,190495.0,0.8363,10,02/03/17,GE70D,2021,1,7.0,30,Formado,55
29507,190495.0,0.8363,10,02/03/17,CSS30,2021,1,7.5,60,Formado,56
29520,190495.0,0.8363,10,02/03/17,ES70P,2021,1,6.8,45,Formado,57
29537,190495.0,0.8363,10,02/03/17,EEC21,2021,1,7.1,60,Formado,58
29543,190495.0,0.8363,10,02/03/17,CSV30,2021,1,10.0,60,Formado,59
29554,190495.0,0.8363,10,02/03/17,ELF62,2021,1,7.1,60,Formado,60
29558,190495.0,0.8363,10,02/03/17,EEX22,2021,1,9.9,45,Formado,61
