,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
26177,171750.0,0.9198,10,18/03/15,MA61A,2015,1,9.7,90,Formado,1
26178,171750.0,0.9198,10,18/03/15,FI61A,2015,1,10.0,75,Formado,2
26186,171750.0,0.9198,10,18/03/15,IF61C,2015,1,8.6,90,Formado,3
26190,171750.0,0.9198,10,18/03/15,MA61B,2015,1,8.3,90,Formado,4
26198,171750.0,0.9198,10,18/03/15,ES61A,2015,1,9.6,30,Formado,5
26201,171750.0,0.9198,10,18/03/15,MA71B,2015,1,8.3,90,Formado,6
26206,171750.0,0.9198,10,18/03/15,IF61B,2015,1,8.8,60,Formado,7
26210,171750.0,0.9198,10,18/03/15,MA71A,2015,1,9.7,90,Formado,8
26220,171750.0,0.9198,10,18/03/15,FI71M,2015,1,10.0,60,Formado,9
26227,171750.0,0.9198,10,18/03/15,ES70R,2015,1,9.6,30,Formado,10
26176,171750.0,0.9198,10,18/03/15,FI62A,2015,2,8.6,75,Formado,11
26180,171750.0,0.9198,10,18/03/15,MA62A,2015,2,8.5,60,Formado,12
26184,171750.0,0.9198,10,18/03/15,IF62J,2015,2,10.0,45,Formado,13
26189,171750.0,0.9198,10,18/03/15,FI63A,2015,2,7.8,75,Formado,14
26199,171750.0,0.9198,10,18/03/15,QB62A,2015,2,9.3,90,Formado,15
26202,171750.0,0.9198,10,18/03/15,MA72A,2015,2,8.5,60,Formado,16
26207,171750.0,0.9198,10,18/03/15,IF62C,2015,2,10.0,60,Formado,17
26209,171750.0,0.9198,10,18/03/15,FI73A,2015,2,7.8,75,Formado,18
26217,171750.0,0.9198,10,18/03/15,EL62O,2015,2,10.0,45,Formado,19
26218,171750.0,0.9198,10,18/03/15,FI72N,2015,2,9.1,30,Formado,20
26221,171750.0,0.9198,10,18/03/15,FI72M,2015,2,8.4,60,Formado,21
26225,171750.0,0.9198,10,18/03/15,QB70D,2015,2,9.3,90,Formado,22
26179,171750.0,0.9198,10,18/03/15,MA63B,2016,1,9.7,60,Formado,23
26181,171750.0,0.9198,10,18/03/15,MA63A,2016,1,9.3,60,Formado,24
26182,171750.0,0.9198,10,18/03/15,MA65A,2016,1,10.0,60,Formado,25
26193,171750.0,0.9198,10,18/03/15,IF63C,2016,1,10.0,45,Formado,26
26194,171750.0,0.9198,10,18/03/15,IF63E,2016,1,9.0,60,Formado,27
26195,171750.0,0.9198,10,18/03/15,EL63B,2016,1,9.0,75,Formado,28
26204,171750.0,0.9198,10,18/03/15,ES60A,2016,1,10.0,30,Formado,29
26211,171750.0,0.9198,10,18/03/15,MA70H,2016,1,10.0,60,Formado,30
26212,171750.0,0.9198,10,18/03/15,MA73A,2016,1,9.3,60,Formado,31
26215,171750.0,0.9198,10,18/03/15,MA70G,2016,1,9.7,60,Formado,32
26222,171750.0,0.9198,10,18/03/15,ES70L,2016,1,10.0,30,Formado,33
26228,171750.0,0.9198,10,18/03/15,IF63O,2016,1,8.2,45,Formado,34
26191,171750.0,0.9198,10,18/03/15,EL65A,2016,2,9.9,90,Formado,35
26192,171750.0,0.9198,10,18/03/15,IF64J,2016,2,9.5,45,Formado,36
26196,171750.0,0.9198,10,18/03/15,FI64C,2016,2,9.0,60,Formado,37
26197,171750.0,0.9198,10,18/03/15,IF64C,2016,2,9.8,45,Formado,38
26205,171750.0,0.9198,10,18/03/15,ES60F,2016,2,8.6,30,Formado,39
26208,171750.0,0.9198,10,18/03/15,EL65G,2016,2,10.0,60,Formado,40
26229,171750.0,0.9198,10,18/03/15,EL64O,2016,2,9.0,75,Formado,41
26239,171750.0,0.9198,10,18/03/15,ES70N,2016,2,8.6,30,Formado,42
26130,171750.0,0.9198,10,18/03/15,CSG20,2017,1,9.6,45,Formado,43
26131,171750.0,0.9198,10,18/03/15,CSH30,2017,1,8.2,45,Formado,44
26132,171750.0,0.9198,10,18/03/15,CSD20,2017,1,8.8,45,Formado,45
26135,171750.0,0.9198,10,18/03/15,CSE20,2017,1,10.0,60,Formado,46
26136,171750.0,0.9198,10,18/03/15,CSF20,2017,1,10.0,45,Formado,47
26137,171750.0,0.9198,10,18/03/15,EEF21,2017,1,10.0,30,Formado,48
26139,171750.0,0.9198,10,18/03/15,EEB22,2017,1,9.0,45,Formado,49
26140,171750.0,0.9198,10,18/03/15,FI72S,2017,1,8.6,60,Formado,50
26141,171750.0,0.9198,10,18/03/15,FI73S,2017,1,7.8,60,Formado,51
26142,171750.0,0.9198,10,18/03/15,EEB21,2017,1,9.0,45,Formado,52
26144,171750.0,0.9198,10,18/03/15,CSA31,2017,1,10.0,45,Formado,53
26154,171750.0,0.9198,10,18/03/15,EEB31,2017,1,9.9,90,Formado,54
26155,171750.0,0.9198,10,18/03/15,EEQ31,2017,1,10.0,75,Formado,55
26158,171750.0,0.9198,10,18/03/15,CSR31,2017,1,7.8,30,Formado,56
26160,171750.0,0.9198,10,18/03/15,FI71S,2017,1,10.0,60,Formado,57
26163,171750.0,0.9198,10,18/03/15,EEF11,2017,1,10.0,30,Formado,58
26164,171750.0,0.9198,10,18/03/15,EEX21,2017,1,10.0,45,Formado,59
26168,171750.0,0.9198,10,18/03/15,EEX11,2017,1,9.5,45,Formado,60
26169,171750.0,0.9198,10,18/03/15,EEE31,2017,1,9.0,60,Formado,61
26170,171750.0,0.9198,10,18/03/15,CSW30,2017,1,8.9,60,Formado,62
26171,171750.0,0.9198,10,18/03/15,FI74S,2017,1,10.0,60,Formado,63
26172,171750.0,0.9198,10,18/03/15,FI74N,2017,1,7.8,30,Formado,64
26173,171750.0,0.9198,10,18/03/15,EEX22,2017,1,9.5,45,Formado,65
26214,171750.0,0.9198,10,18/03/15,FI70A,2017,1,9.0,60,Formado,66
26216,171750.0,0.9198,10,18/03/15,ES70P,2017,1,10.0,45,Formado,67
26219,171750.0,0.9198,10,18/03/15,ES70G,2017,1,9.0,45,Formado,68
26223,171750.0,0.9198,10,18/03/15,QB70C,2017,1,9.3,75,Formado,69
26224,171750.0,0.9198,10,18/03/15,CSF13,2017,1,8.6,90,Formado,70
26226,171750.0,0.9198,10,18/03/15,FI74M,2017,1,10.0,60,Formado,71
26235,171750.0,0.9198,10,18/03/15,CSB30,2017,1,9.4,60,Formado,72
26236,171750.0,0.9198,10,18/03/15,CSA30,2017,1,9.8,45,Formado,73
26237,171750.0,0.9198,10,18/03/15,CSD21,2017,1,9.0,45,Formado,74
26238,171750.0,0.9198,10,18/03/15,CSF30,2017,1,10.0,45,Formado,75
