,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
22044,150892.0,0.8086,10,07/08/17,FI71M,2017,2,0.0,60,Formado,1
22045,150892.0,0.8086,10,07/08/17,QB70C,2017,2,7.1,75,Formado,2
22048,150892.0,0.8086,10,07/08/17,MA71A,2017,2,7.1,90,Formado,3
22054,150892.0,0.8086,10,07/08/17,MA71B,2017,2,6.0,90,Formado,4
22065,150892.0,0.8086,10,07/08/17,CSF13,2017,2,7.8,90,Formado,5
22087,150892.0,0.8086,10,07/08/17,CSD20,2017,2,10.0,45,Formado,6
22096,150892.0,0.8086,10,07/08/17,FI71S,2017,2,7.8,60,Formado,7
22042,150892.0,0.8086,10,07/08/17,FI72N,2018,1,8.4,30,Formado,8
22049,150892.0,0.8086,10,07/08/17,FI72M,2018,1,8.9,60,Formado,9
22056,150892.0,0.8086,10,07/08/17,MA72A,2018,1,9.2,60,Formado,10
22061,150892.0,0.8086,10,07/08/17,CSE20,2018,1,8.3,60,Formado,11
22078,150892.0,0.8086,10,07/08/17,FI72S,2018,1,8.9,60,Formado,12
22086,150892.0,0.8086,10,07/08/17,CSF20,2018,1,9.3,45,Formado,13
22090,150892.0,0.8086,10,07/08/17,EEX11,2018,1,10.0,45,Formado,14
22035,150892.0,0.8086,10,07/08/17,EEX21,2018,2,9.6,45,Formado,15
22050,150892.0,0.8086,10,07/08/17,MA70H,2018,2,7.8,60,Formado,16
22051,150892.0,0.8086,10,07/08/17,MA73A,2018,2,7.0,60,Formado,17
22053,150892.0,0.8086,10,07/08/17,MA70G,2018,2,7.0,60,Formado,18
22067,150892.0,0.8086,10,07/08/17,FI73M,2018,2,4.0,60,Formado,19
22069,150892.0,0.8086,10,07/08/17,CSF30,2018,2,7.2,45,Formado,20
22080,150892.0,0.8086,10,07/08/17,EEB21,2018,2,7.0,45,Formado,21
22022,150892.0,0.8086,10,07/08/17,EEB31,2019,1,7.0,90,Formado,22
22034,150892.0,0.8086,10,07/08/17,EEF11,2019,1,8.7,30,Formado,23
22077,150892.0,0.8086,10,07/08/17,EEB22,2019,1,7.6,45,Formado,24
22092,150892.0,0.8086,10,07/08/17,EEQ31,2019,1,8.7,75,Formado,25
22025,150892.0,0.8086,10,07/08/17,EEE31,2019,2,7.4,60,Formado,26
22026,150892.0,0.8086,10,07/08/17,CSW30,2019,2,8.8,60,Formado,27
22066,150892.0,0.8086,10,07/08/17,FI73M,2019,2,8.6,60,Formado,28
22068,150892.0,0.8086,10,07/08/17,CSD21,2019,2,8.7,45,Formado,29
22079,150892.0,0.8086,10,07/08/17,FI73S,2019,2,8.6,60,Formado,30
22091,150892.0,0.8086,10,07/08/17,CSR31,2019,2,8.5,30,Formado,31
22099,150892.0,0.8086,10,07/08/17,CSI30,2019,2,7.9,45,Formado,32
22029,150892.0,0.8086,10,07/08/17,EEQ32,2020,1,-1.0,45,Formado,33
22062,150892.0,0.8086,10,07/08/17,CSB30,2020,1,6.0,60,Formado,34
22074,150892.0,0.8086,10,07/08/17,EEF21,2020,1,9.0,30,Formado,35
22082,150892.0,0.8086,10,07/08/17,CSG20,2020,1,-1.0,45,Formado,36
22098,150892.0,0.8086,10,07/08/17,EEE32,2020,1,-1.0,60,Formado,37
22028,150892.0,0.8086,10,07/08/17,EEQ32,2020,2,7.6,45,Formado,38
22033,150892.0,0.8086,10,07/08/17,EEX22,2020,2,8.9,45,Formado,39
22043,150892.0,0.8086,10,07/08/17,QB70E,2020,2,8.0,30,Formado,40
22047,150892.0,0.8086,10,07/08/17,ES70G,2020,2,8.0,45,Formado,41
22052,150892.0,0.8086,10,07/08/17,GE70D,2020,2,8.5,30,Formado,42
22057,150892.0,0.8086,10,07/08/17,CSG20,2020,2,9.0,45,Formado,43
22073,150892.0,0.8086,10,07/08/17,GE70H,2020,2,8.7,30,Formado,44
22076,150892.0,0.8086,10,07/08/17,EEF31,2020,2,8.0,30,Formado,45
22095,150892.0,0.8086,10,07/08/17,CSM43,2020,2,9.5,60,Formado,46
22097,150892.0,0.8086,10,07/08/17,EEE32,2020,2,8.2,60,Formado,47
22027,150892.0,0.8086,10,07/08/17,FI74S,2021,1,6.8,60,Formado,48
22038,150892.0,0.8086,10,07/08/17,CSW40,2021,1,8.0,60,Formado,49
22041,150892.0,0.8086,10,07/08/17,ES70P,2021,1,8.4,45,Formado,50
22055,150892.0,0.8086,10,07/08/17,CE70B,2021,1,9.5,30,Formado,51
22063,150892.0,0.8086,10,07/08/17,CSA30,2021,1,8.6,45,Formado,52
22064,150892.0,0.8086,10,07/08/17,CSO30,2021,1,9.9,60,Formado,53
22070,150892.0,0.8086,10,07/08/17,FI74M,2021,1,6.8,60,Formado,54
22071,150892.0,0.8086,10,07/08/17,ES70J,2021,1,8.8,30,Formado,55
22072,150892.0,0.8086,10,07/08/17,ES70N,2021,1,9.3,30,Formado,56
22100,150892.0,0.8086,10,07/08/17,EEX23,2021,1,8.5,45,Formado,57
