,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
28378,179823.0,0.7969,10,29/02/16,ES61A,2016,1,9.0,30,Formado,1
28380,179823.0,0.7969,10,29/02/16,MA61B,2016,1,7.8,90,Formado,2
28381,179823.0,0.7969,10,29/02/16,IF61C,2016,1,9.7,90,Formado,3
28382,179823.0,0.7969,10,29/02/16,MA61A,2016,1,8.5,90,Formado,4
28387,179823.0,0.7969,10,29/02/16,FI71M,2016,1,4.7,60,Formado,5
28390,179823.0,0.7969,10,29/02/16,MA71A,2016,1,8.5,90,Formado,6
28398,179823.0,0.7969,10,29/02/16,MA71B,2016,1,7.8,90,Formado,7
28399,179823.0,0.7969,10,29/02/16,IF61B,2016,1,9.6,60,Formado,8
28427,179823.0,0.7969,10,29/02/16,ES70R,2016,1,9.0,30,Formado,9
28383,179823.0,0.7969,10,29/02/16,FI61A,2016,2,9.0,75,Formado,10
28384,179823.0,0.7969,10,29/02/16,MA62A,2016,2,7.0,60,Formado,11
28386,179823.0,0.7969,10,29/02/16,FI71M,2016,2,9.0,60,Formado,12
28388,179823.0,0.7969,10,29/02/16,EL62O,2016,2,10.0,45,Formado,13
28391,179823.0,0.7969,10,29/02/16,FI72M,2016,2,7.4,60,Formado,14
28394,179823.0,0.7969,10,29/02/16,FI73A,2016,2,4.3,75,Formado,15
28396,179823.0,0.7969,10,29/02/16,MA72A,2016,2,7.0,60,Formado,16
28400,179823.0,0.7969,10,29/02/16,IF62C,2016,2,7.2,60,Formado,17
28402,179823.0,0.7969,10,29/02/16,QB62A,2016,2,7.7,90,Formado,18
28404,179823.0,0.7969,10,29/02/16,IF62J,2016,2,8.0,45,Formado,19
28421,179823.0,0.7969,10,29/02/16,QB70D,2016,2,7.7,90,Formado,20
28345,179823.0,0.7969,10,29/02/16,FI73S,2017,1,9.0,60,Formado,21
28348,179823.0,0.7969,10,29/02/16,FI72S,2017,1,7.4,60,Formado,22
28350,179823.0,0.7969,10,29/02/16,EEB21,2017,1,6.9,45,Formado,23
28362,179823.0,0.7969,10,29/02/16,EEF11,2017,1,10.0,30,Formado,24
28363,179823.0,0.7969,10,29/02/16,EEX21,2017,1,8.0,45,Formado,25
28366,179823.0,0.7969,10,29/02/16,EEX11,2017,1,8.0,45,Formado,26
28376,179823.0,0.7969,10,29/02/16,FI71S,2017,1,9.0,60,Formado,27
28389,179823.0,0.7969,10,29/02/16,QB70C,2017,1,7.7,75,Formado,28
28392,179823.0,0.7969,10,29/02/16,MA70H,2017,1,6.5,60,Formado,29
28393,179823.0,0.7969,10,29/02/16,MA73A,2017,1,7.1,60,Formado,30
28395,179823.0,0.7969,10,29/02/16,MA70G,2017,1,7.6,60,Formado,31
28407,179823.0,0.7969,10,29/02/16,CSF20,2017,1,7.8,45,Formado,32
28408,179823.0,0.7969,10,29/02/16,CSD20,2017,1,9.6,45,Formado,33
28410,179823.0,0.7969,10,29/02/16,CSE20,2017,1,7.2,60,Formado,34
28419,179823.0,0.7969,10,29/02/16,CSF13,2017,1,9.7,90,Formado,35
28420,179823.0,0.7969,10,29/02/16,FI73M,2017,1,9.0,60,Formado,36
28352,179823.0,0.7969,10,29/02/16,EEB22,2017,2,7.6,45,Formado,37
28356,179823.0,0.7969,10,29/02/16,FI74S,2017,2,9.0,60,Formado,38
28361,179823.0,0.7969,10,29/02/16,FI74N,2017,2,7.9,30,Formado,39
28373,179823.0,0.7969,10,29/02/16,EEQ31,2017,2,8.9,75,Formado,40
28415,179823.0,0.7969,10,29/02/16,CSD21,2017,2,9.0,45,Formado,41
28416,179823.0,0.7969,10,29/02/16,CSF30,2017,2,7.3,45,Formado,42
28422,179823.0,0.7969,10,29/02/16,FI74M,2017,2,9.0,60,Formado,43
28428,179823.0,0.7969,10,29/02/16,FI72N,2017,2,7.3,30,Formado,44
28441,179823.0,0.7969,10,29/02/16,EEB31,2017,2,9.3,90,Formado,45
28346,179823.0,0.7969,10,29/02/16,EEF21,2018,1,9.9,30,Formado,46
