,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
26519,171755.0,0.8426,10,18/03/15,IF61C,2015,1,8.7,90,Formado,1
26520,171755.0,0.8426,10,18/03/15,MA61A,2015,1,9.7,90,Formado,2
26521,171755.0,0.8426,10,18/03/15,FI61A,2015,1,8.5,75,Formado,3
26531,171755.0,0.8426,10,18/03/15,ES61A,2015,1,9.1,30,Formado,4
26534,171755.0,0.8426,10,18/03/15,MA61B,2015,1,8.3,90,Formado,5
26547,171755.0,0.8426,10,18/03/15,IF61B,2015,1,8.6,60,Formado,6
26551,171755.0,0.8426,10,18/03/15,MA71A,2015,1,9.7,90,Formado,7
26558,171755.0,0.8426,10,18/03/15,MA71B,2015,1,8.3,90,Formado,8
26559,171755.0,0.8426,10,18/03/15,ES70R,2015,1,9.1,30,Formado,9
26563,171755.0,0.8426,10,18/03/15,FI71M,2015,1,8.5,60,Formado,10
26518,171755.0,0.8426,10,18/03/15,FI62A,2015,2,7.7,75,Formado,11
26523,171755.0,0.8426,10,18/03/15,MA62A,2015,2,6.0,60,Formado,12
26528,171755.0,0.8426,10,18/03/15,FI63A,2015,2,8.0,75,Formado,13
26529,171755.0,0.8426,10,18/03/15,IF62J,2015,2,10.0,45,Formado,14
26542,171755.0,0.8426,10,18/03/15,QB62A,2015,2,8.2,90,Formado,15
26544,171755.0,0.8426,10,18/03/15,MA72A,2015,2,6.0,60,Formado,16
26548,171755.0,0.8426,10,18/03/15,IF62C,2015,2,9.6,60,Formado,17
26550,171755.0,0.8426,10,18/03/15,FI73A,2015,2,8.0,75,Formado,18
26552,171755.0,0.8426,10,18/03/15,FI72M,2015,2,7.4,60,Formado,19
26560,171755.0,0.8426,10,18/03/15,EL62O,2015,2,10.0,45,Formado,20
26561,171755.0,0.8426,10,18/03/15,FI72N,2015,2,8.3,30,Formado,21
26567,171755.0,0.8426,10,18/03/15,QB70D,2015,2,8.2,90,Formado,22
26522,171755.0,0.8426,10,18/03/15,MA63B,2016,1,8.6,60,Formado,23
26524,171755.0,0.8426,10,18/03/15,MA63A,2016,1,6.3,60,Formado,24
26525,171755.0,0.8426,10,18/03/15,MA65A,2016,1,8.3,60,Formado,25
26527,171755.0,0.8426,10,18/03/15,IF63C,2016,1,9.7,45,Formado,26
26538,171755.0,0.8426,10,18/03/15,IF63E,2016,1,8.5,60,Formado,27
26539,171755.0,0.8426,10,18/03/15,EL63B,2016,1,8.5,75,Formado,28
26545,171755.0,0.8426,10,18/03/15,ES60A,2016,1,7.8,30,Formado,29
26553,171755.0,0.8426,10,18/03/15,MA70H,2016,1,8.3,60,Formado,30
26554,171755.0,0.8426,10,18/03/15,MA73A,2016,1,6.3,60,Formado,31
26557,171755.0,0.8426,10,18/03/15,MA70G,2016,1,8.6,60,Formado,32
26564,171755.0,0.8426,10,18/03/15,ES70L,2016,1,7.8,30,Formado,33
26569,171755.0,0.8426,10,18/03/15,IF63O,2016,1,8.0,45,Formado,34
26535,171755.0,0.8426,10,18/03/15,EL65A,2016,2,7.1,90,Formado,35
26536,171755.0,0.8426,10,18/03/15,IF64J,2016,2,7.8,45,Formado,36
26537,171755.0,0.8426,10,18/03/15,IF65C,2016,2,9.5,45,Formado,37
26540,171755.0,0.8426,10,18/03/15,FI64C,2016,2,9.3,60,Formado,38
26541,171755.0,0.8426,10,18/03/15,IF64C,2016,2,8.5,45,Formado,39
26546,171755.0,0.8426,10,18/03/15,ES60F,2016,2,8.5,30,Formado,40
26549,171755.0,0.8426,10,18/03/15,EL65G,2016,2,10.0,60,Formado,41
26570,171755.0,0.8426,10,18/03/15,EL64O,2016,2,9.4,75,Formado,42
26581,171755.0,0.8426,10,18/03/15,ES70N,2016,2,8.5,30,Formado,43
