,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
29075,186024.0,0.9456,10,08/08/16,ES61A,2016,2,9.0,30,Formado,1
29079,186024.0,0.9456,10,08/08/16,ES70R,2016,2,9.0,30,Formado,2
29082,186024.0,0.9456,10,08/08/16,MA71A,2016,2,9.3,90,Formado,3
29087,186024.0,0.9456,10,08/08/16,IF61B,2016,2,7.8,60,Formado,4
29088,186024.0,0.9456,10,08/08/16,MA71B,2016,2,9.5,90,Formado,5
29092,186024.0,0.9456,10,08/08/16,MA61A,2016,2,9.3,90,Formado,6
29093,186024.0,0.9456,10,08/08/16,FI61A,2016,2,10.0,75,Formado,7
29094,186024.0,0.9456,10,08/08/16,MA61B,2016,2,9.5,90,Formado,8
29095,186024.0,0.9456,10,08/08/16,IF61C,2016,2,9.1,90,Formado,9
29115,186024.0,0.9456,10,08/08/16,FI71M,2016,2,10.0,60,Formado,10
29076,186024.0,0.9456,10,08/08/16,FI72N,2017,1,10.0,30,Formado,11
29083,186024.0,0.9456,10,08/08/16,FI72M,2017,1,10.0,60,Formado,12
29084,186024.0,0.9456,10,08/08/16,QB70C,2017,1,9.3,75,Formado,13
29089,186024.0,0.9456,10,08/08/16,MA72A,2017,1,8.8,60,Formado,14
29107,186024.0,0.9456,10,08/08/16,CSE20,2017,1,10.0,60,Formado,15
29108,186024.0,0.9456,10,08/08/16,CSF20,2017,1,9.8,45,Formado,16
29111,186024.0,0.9456,10,08/08/16,CSF13,2017,1,9.1,90,Formado,17
29117,186024.0,0.9456,10,08/08/16,FI71S,2017,1,10.0,60,Formado,18
29131,186024.0,0.9456,10,08/08/16,FI72S,2017,1,10.0,60,Formado,19
29135,186024.0,0.9456,10,08/08/16,CSD20,2017,1,7.8,45,Formado,20
29150,186024.0,0.9456,10,08/08/16,EEX11,2017,1,9.5,45,Formado,21
29080,186024.0,0.9456,10,08/08/16,MA70H,2017,2,9.4,60,Formado,22
29081,186024.0,0.9456,10,08/08/16,MA73A,2017,2,9.8,60,Formado,23
29091,186024.0,0.9456,10,08/08/16,MA70G,2017,2,9.0,60,Formado,24
29101,186024.0,0.9456,10,08/08/16,EEB21,2017,2,10.0,45,Formado,25
29112,186024.0,0.9456,10,08/08/16,FI73M,2017,2,10.0,60,Formado,26
29114,186024.0,0.9456,10,08/08/16,CSF30,2017,2,10.0,45,Formado,27
29132,186024.0,0.9456,10,08/08/16,FI73S,2017,2,10.0,60,Formado,28
29141,186024.0,0.9456,10,08/08/16,EEX21,2017,2,10.0,45,Formado,29
29110,186024.0,0.9456,10,08/08/16,FI74M,2018,1,10.0,60,Formado,30
29113,186024.0,0.9456,10,08/08/16,CSD21,2018,1,10.0,45,Formado,31
29123,186024.0,0.9456,10,08/08/16,EEB31,2018,1,9.8,90,Formado,32
29130,186024.0,0.9456,10,08/08/16,EEB22,2018,1,10.0,45,Formado,33
29139,186024.0,0.9456,10,08/08/16,FI74S,2018,1,10.0,60,Formado,34
29140,186024.0,0.9456,10,08/08/16,EEF11,2018,1,10.0,30,Formado,35
29144,186024.0,0.9456,10,08/08/16,FI74N,2018,1,8.6,30,Formado,36
29147,186024.0,0.9456,10,08/08/16,EEQ31,2018,1,8.0,75,Formado,37
29085,186024.0,0.9456,10,08/08/16,ES70G,2018,2,10.0,45,Formado,38
29097,186024.0,0.9456,10,08/08/16,CSG20,2018,2,10.0,45,Formado,39
29102,186024.0,0.9456,10,08/08/16,CSB30,2018,2,10.0,60,Formado,40
29103,186024.0,0.9456,10,08/08/16,CSA30,2018,2,8.9,45,Formado,41
29120,186024.0,0.9456,10,08/08/16,CSR31,2018,2,8.4,30,Formado,42
29133,186024.0,0.9456,10,08/08/16,EEF21,2018,2,8.7,30,Formado,43
29137,186024.0,0.9456,10,08/08/16,EEE31,2018,2,9.9,60,Formado,44
29138,186024.0,0.9456,10,08/08/16,CSW30,2018,2,10.0,60,Formado,45
29098,186024.0,0.9456,10,08/08/16,CSA31,2019,1,9.6,45,Formado,46
29104,186024.0,0.9456,10,08/08/16,CSO30,2019,1,9.7,60,Formado,47
29118,186024.0,0.9456,10,08/08/16,EEE32,2019,1,9.2,60,Formado,48
29136,186024.0,0.9456,10,08/08/16,CSE30,2019,1,7.9,60,Formado,49
29145,186024.0,0.9456,10,08/08/16,EEX22,2019,1,9.6,45,Formado,50
29148,186024.0,0.9456,10,08/08/16,CSW40,2019,1,10.0,60,Formado,51
29078,186024.0,0.9456,10,08/08/16,ES70P,2019,2,8.9,45,Formado,52
29099,186024.0,0.9456,10,08/08/16,CSW42,2019,2,10.0,60,Formado,53
29105,186024.0,0.9456,10,08/08/16,CSR30,2019,2,10.0,45,Formado,54
29127,186024.0,0.9456,10,08/08/16,CSI30,2019,2,9.0,45,Formado,55
29142,186024.0,0.9456,10,08/08/16,EEC21,2019,2,7.5,60,Formado,56
29143,186024.0,0.9456,10,08/08/16,EEQ32,2019,2,8.5,45,Formado,57
29149,186024.0,0.9456,10,08/08/16,CSW41,2019,2,8.8,60,Formado,58
29090,186024.0,0.9456,10,08/08/16,GE70D,2020,1,7.1,30,Formado,59
29106,186024.0,0.9456,10,08/08/16,CSS30,2020,1,9.9,60,Formado,60
29128,186024.0,0.9456,10,08/08/16,EEX23,2020,1,9.8,45,Formado,61
29129,186024.0,0.9456,10,08/08/16,EEC31,2020,1,9.2,30,Formado,62
29077,186024.0,0.9456,10,08/08/16,QB70E,2020,2,9.5,30,Formado,63
29109,186024.0,0.9456,10,08/08/16,GE70H,2020,2,8.5,30,Formado,64
29119,186024.0,0.9456,10,08/08/16,CSR44,2020,2,9.9,60,Formado,65
29124,186024.0,0.9456,10,08/08/16,CSV45,2020,2,10.0,60,Formado,66
29125,186024.0,0.9456,10,08/08/16,CSV30,2020,2,10.0,60,Formado,67
29126,186024.0,0.9456,10,08/08/16,CSX42,2020,2,10.0,30,Formado,68
29100,186024.0,0.9456,10,08/08/16,CSI53,2021,1,9.1,45,Formado,69
29121,186024.0,0.9456,10,08/08/16,EEF31,2021,1,10.0,30,Formado,70
29122,186024.0,0.9456,10,08/08/16,CSB51,2021,1,10.0,45,Formado,71
