,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
29355,190493.0,0.8987,10,02/03/17,MA71A,2017,1,8.0,90,Formado,1
29362,190493.0,0.8987,10,02/03/17,MA71B,2017,1,8.1,90,Formado,2
29368,190493.0,0.8987,10,02/03/17,CSD20,2017,1,9.1,45,Formado,3
29369,190493.0,0.8987,10,02/03/17,CSF13,2017,1,8.7,90,Formado,4
29375,190493.0,0.8987,10,02/03/17,FI71M,2017,1,8.3,60,Formado,5
29398,190493.0,0.8987,10,02/03/17,FI71S,2017,1,8.3,60,Formado,6
29341,190493.0,0.8987,10,02/03/17,EEX11,2017,2,10.0,45,Formado,7
29344,190493.0,0.8987,10,02/03/17,MA72A,2017,2,9.0,60,Formado,8
29356,190493.0,0.8987,10,02/03/17,FI72M,2017,2,9.5,60,Formado,9
29357,190493.0,0.8987,10,02/03/17,QB70C,2017,2,9.0,75,Formado,10
29366,190493.0,0.8987,10,02/03/17,CSE20,2017,2,7.8,60,Formado,11
29367,190493.0,0.8987,10,02/03/17,CSF20,2017,2,9.4,45,Formado,12
29376,190493.0,0.8987,10,02/03/17,FI72N,2017,2,8.4,30,Formado,13
29379,190493.0,0.8987,10,02/03/17,FI72S,2017,2,9.5,60,Formado,14
29352,190493.0,0.8987,10,02/03/17,MA70G,2018,1,7.9,60,Formado,15
29353,190493.0,0.8987,10,02/03/17,MA70H,2018,1,9.1,60,Formado,16
29354,190493.0,0.8987,10,02/03/17,MA73A,2018,1,9.1,60,Formado,17
29370,190493.0,0.8987,10,02/03/17,FI73M,2018,1,9.2,60,Formado,18
29372,190493.0,0.8987,10,02/03/17,CSF30,2018,1,9.2,45,Formado,19
29380,190493.0,0.8987,10,02/03/17,FI73S,2018,1,9.2,60,Formado,20
29390,190493.0,0.8987,10,02/03/17,EEB21,2018,1,9.9,45,Formado,21
29394,190493.0,0.8987,10,02/03/17,EEX21,2018,1,10.0,45,Formado,22
29327,190493.0,0.8987,10,02/03/17,FI74S,2018,2,8.5,60,Formado,23
29335,190493.0,0.8987,10,02/03/17,FI74N,2018,2,6.8,30,Formado,24
29343,190493.0,0.8987,10,02/03/17,EEF11,2018,2,9.8,30,Formado,25
29349,190493.0,0.8987,10,02/03/17,FI74M,2018,2,8.5,60,Formado,26
29371,190493.0,0.8987,10,02/03/17,CSD21,2018,2,8.5,45,Formado,27
29378,190493.0,0.8987,10,02/03/17,EEB22,2018,2,8.7,45,Formado,28
29401,190493.0,0.8987,10,02/03/17,EEQ31,2018,2,9.6,75,Formado,29
29403,190493.0,0.8987,10,02/03/17,EEB31,2018,2,8.7,90,Formado,30
29338,190493.0,0.8987,10,02/03/17,EEE31,2019,1,8.6,60,Formado,31
29339,190493.0,0.8987,10,02/03/17,CSW30,2019,1,8.9,60,Formado,32
29358,190493.0,0.8987,10,02/03/17,ES70G,2019,1,10.0,45,Formado,33
29373,190493.0,0.8987,10,02/03/17,CSB30,2019,1,9.0,60,Formado,34
29374,190493.0,0.8987,10,02/03/17,CSA30,2019,1,6.9,45,Formado,35
29382,190493.0,0.8987,10,02/03/17,EEF21,2019,1,10.0,30,Formado,36
29387,190493.0,0.8987,10,02/03/17,CSG20,2019,1,9.8,45,Formado,37
29400,190493.0,0.8987,10,02/03/17,CSR31,2019,1,9.0,30,Formado,38
29386,190493.0,0.8987,10,02/03/17,CSE30,2019,2,8.5,60,Formado,39
29388,190493.0,0.8987,10,02/03/17,CSA31,2019,2,9.8,45,Formado,40
29392,190493.0,0.8987,10,02/03/17,CSO30,2019,2,9.1,60,Formado,41
29397,190493.0,0.8987,10,02/03/17,ED70T,2019,2,9.6,30,Formado,42
29399,190493.0,0.8987,10,02/03/17,EEE32,2019,2,7.3,60,Formado,43
