,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
25588,169043.0,0.8172,10,19/08/15,FI71M,2015,2,10.0,60,Formado,1
25589,169043.0,0.8172,10,19/08/15,MA71A,2015,2,8.4,90,Formado,2
25599,169043.0,0.8172,10,19/08/15,MA71B,2015,2,9.1,90,Formado,3
25600,169043.0,0.8172,10,19/08/15,IF61B,2015,2,7.0,60,Formado,4
25607,169043.0,0.8172,10,19/08/15,ES61A,2015,2,9.6,30,Formado,5
25609,169043.0,0.8172,10,19/08/15,IF61C,2015,2,8.5,90,Formado,6
25615,169043.0,0.8172,10,19/08/15,MA61B,2015,2,9.1,90,Formado,7
25620,169043.0,0.8172,10,19/08/15,MA61A,2015,2,8.4,90,Formado,8
25621,169043.0,0.8172,10,19/08/15,FI61A,2015,2,10.0,75,Formado,9
25680,169043.0,0.8172,10,19/08/15,ES70R,2015,2,9.6,30,Formado,10
25590,169043.0,0.8172,10,19/08/15,FI72M,2016,1,6.2,60,Formado,11
25594,169043.0,0.8172,10,19/08/15,FI73A,2016,1,6.0,75,Formado,12
25595,169043.0,0.8172,10,19/08/15,MA72A,2016,1,7.5,60,Formado,13
25601,169043.0,0.8172,10,19/08/15,IF62C,2016,1,6.5,60,Formado,14
25606,169043.0,0.8172,10,19/08/15,IF62J,2016,1,9.0,45,Formado,15
25608,169043.0,0.8172,10,19/08/15,QB62A,2016,1,7.7,90,Formado,16
25613,169043.0,0.8172,10,19/08/15,FI63A,2016,1,6.0,75,Formado,17
25616,169043.0,0.8172,10,19/08/15,FI62A,2016,1,6.5,75,Formado,18
25617,169043.0,0.8172,10,19/08/15,MA62A,2016,1,7.5,60,Formado,19
25678,169043.0,0.8172,10,19/08/15,QB70D,2016,1,7.7,90,Formado,20
25682,169043.0,0.8172,10,19/08/15,EL62O,2016,1,9.5,45,Formado,21
25683,169043.0,0.8172,10,19/08/15,FI72N,2016,1,7.2,30,Formado,22
25591,169043.0,0.8172,10,19/08/15,ES70L,2016,2,8.5,30,Formado,23
25592,169043.0,0.8172,10,19/08/15,MA70H,2016,2,6.1,60,Formado,24
25593,169043.0,0.8172,10,19/08/15,MA73A,2016,2,8.2,60,Formado,25
25597,169043.0,0.8172,10,19/08/15,MA70G,2016,2,7.1,60,Formado,26
25598,169043.0,0.8172,10,19/08/15,ES60A,2016,2,8.5,30,Formado,27
25603,169043.0,0.8172,10,19/08/15,IF63C,2016,2,7.8,45,Formado,28
25604,169043.0,0.8172,10,19/08/15,IF63E,2016,2,8.3,60,Formado,29
25605,169043.0,0.8172,10,19/08/15,EL63B,2016,2,8.3,75,Formado,30
25614,169043.0,0.8172,10,19/08/15,MA63B,2016,2,7.1,60,Formado,31
25618,169043.0,0.8172,10,19/08/15,MA63A,2016,2,8.2,60,Formado,32
25619,169043.0,0.8172,10,19/08/15,MA65A,2016,2,6.1,60,Formado,33
25681,169043.0,0.8172,10,19/08/15,IF63O,2016,2,6.4,45,Formado,34
25586,169043.0,0.8172,10,19/08/15,QB70C,2017,1,7.7,75,Formado,35
25587,169043.0,0.8172,10,19/08/15,ES70G,2017,1,9.3,45,Formado,36
25624,169043.0,0.8172,10,19/08/15,FI74S,2017,1,7.8,60,Formado,37
25628,169043.0,0.8172,10,19/08/15,FI74N,2017,1,6.0,30,Formado,38
25629,169043.0,0.8172,10,19/08/15,EEX22,2017,1,9.3,45,Formado,39
25630,169043.0,0.8172,10,19/08/15,EEF11,2017,1,9.5,30,Formado,40
25631,169043.0,0.8172,10,19/08/15,EEX21,2017,1,9.0,45,Formado,41
25638,169043.0,0.8172,10,19/08/15,EEQ31,2017,1,9.1,75,Formado,42
25640,169043.0,0.8172,10,19/08/15,FI71S,2017,1,10.0,60,Formado,43
25648,169043.0,0.8172,10,19/08/15,EEB31,2017,1,8.1,90,Formado,44
25651,169043.0,0.8172,10,19/08/15,FI72S,2017,1,6.5,60,Formado,45
25652,169043.0,0.8172,10,19/08/15,FI73S,2017,1,6.0,60,Formado,46
25656,169043.0,0.8172,10,19/08/15,EEB21,2017,1,8.3,45,Formado,47
25658,169043.0,0.8172,10,19/08/15,EEB22,2017,1,8.3,45,Formado,48
25660,169043.0,0.8172,10,19/08/15,CSH30,2017,1,6.4,45,Formado,49
25664,169043.0,0.8172,10,19/08/15,CSE20,2017,1,6.5,60,Formado,50
25665,169043.0,0.8172,10,19/08/15,CSF20,2017,1,7.8,45,Formado,51
25666,169043.0,0.8172,10,19/08/15,CSD20,2017,1,7.0,45,Formado,52
25668,169043.0,0.8172,10,19/08/15,CSA30,2017,1,7.4,45,Formado,53
25672,169043.0,0.8172,10,19/08/15,CSD21,2017,1,8.3,45,Formado,54
25673,169043.0,0.8172,10,19/08/15,CSF30,2017,1,7.8,45,Formado,55
25675,169043.0,0.8172,10,19/08/15,FI74M,2017,1,7.8,60,Formado,56
25676,169043.0,0.8172,10,19/08/15,CSF13,2017,1,8.5,90,Formado,57
25679,169043.0,0.8172,10,19/08/15,ES70P,2017,1,8.5,45,Formado,58
