,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
26066,171749.0,0.8408,10,18/03/15,MA61A,2015,1,7.9,90,Formado,1
26067,171749.0,0.8408,10,18/03/15,FI61A,2015,1,6.7,75,Formado,2
26075,171749.0,0.8408,10,18/03/15,IF61C,2015,1,8.6,90,Formado,3
26079,171749.0,0.8408,10,18/03/15,MA61B,2015,1,9.1,90,Formado,4
26086,171749.0,0.8408,10,18/03/15,ES61A,2015,1,9.8,30,Formado,5
26088,171749.0,0.8408,10,18/03/15,MA71B,2015,1,9.1,90,Formado,6
26094,171749.0,0.8408,10,18/03/15,IF61B,2015,1,8.8,60,Formado,7
26099,171749.0,0.8408,10,18/03/15,MA71A,2015,1,7.9,90,Formado,8
26108,171749.0,0.8408,10,18/03/15,FI71M,2015,1,6.7,60,Formado,9
26116,171749.0,0.8408,10,18/03/15,ES70R,2015,1,9.8,30,Formado,10
26065,171749.0,0.8408,10,18/03/15,FI62A,2015,2,7.0,75,Formado,11
26069,171749.0,0.8408,10,18/03/15,MA62A,2015,2,9.0,60,Formado,12
26073,171749.0,0.8408,10,18/03/15,IF62J,2015,2,7.0,45,Formado,13
26078,171749.0,0.8408,10,18/03/15,FI63A,2015,2,7.3,75,Formado,14
26087,171749.0,0.8408,10,18/03/15,QB62A,2015,2,9.3,90,Formado,15
26089,171749.0,0.8408,10,18/03/15,MA72A,2015,2,9.0,60,Formado,16
26090,171749.0,0.8408,10,18/03/15,IF62C,2015,2,9.5,60,Formado,17
26098,171749.0,0.8408,10,18/03/15,FI73A,2015,2,7.3,75,Formado,18
26105,171749.0,0.8408,10,18/03/15,EL62O,2015,2,10.0,45,Formado,19
26106,171749.0,0.8408,10,18/03/15,FI72N,2015,2,8.7,30,Formado,20
26109,171749.0,0.8408,10,18/03/15,FI72M,2015,2,6.1,60,Formado,21
26114,171749.0,0.8408,10,18/03/15,QB70D,2015,2,9.3,90,Formado,22
26068,171749.0,0.8408,10,18/03/15,MA63B,2016,1,10.0,60,Formado,23
26070,171749.0,0.8408,10,18/03/15,MA63A,2016,1,7.0,60,Formado,24
26071,171749.0,0.8408,10,18/03/15,MA65A,2016,1,8.0,60,Formado,25
26082,171749.0,0.8408,10,18/03/15,IF63C,2016,1,9.4,45,Formado,26
26083,171749.0,0.8408,10,18/03/15,IF63E,2016,1,8.3,60,Formado,27
26084,171749.0,0.8408,10,18/03/15,EL63B,2016,1,8.4,75,Formado,28
26092,171749.0,0.8408,10,18/03/15,ES60A,2016,1,9.5,30,Formado,29
26100,171749.0,0.8408,10,18/03/15,MA70H,2016,1,8.0,60,Formado,30
26101,171749.0,0.8408,10,18/03/15,MA73A,2016,1,7.0,60,Formado,31
26104,171749.0,0.8408,10,18/03/15,MA70G,2016,1,10.0,60,Formado,32
26110,171749.0,0.8408,10,18/03/15,ES70L,2016,1,9.5,30,Formado,33
26117,171749.0,0.8408,10,18/03/15,IF63O,2016,1,8.1,45,Formado,34
26019,171749.0,0.8408,10,18/03/15,ES70N,2016,2,9.6,30,Formado,35
26076,171749.0,0.8408,10,18/03/15,GE60D,2016,2,9.5,30,Formado,36
26080,171749.0,0.8408,10,18/03/15,EL65A,2016,2,9.0,90,Formado,37
26081,171749.0,0.8408,10,18/03/15,IF64J,2016,2,8.6,45,Formado,38
26085,171749.0,0.8408,10,18/03/15,FI64C,2016,2,10.0,60,Formado,39
26093,171749.0,0.8408,10,18/03/15,ES60F,2016,2,9.6,30,Formado,40
26095,171749.0,0.8408,10,18/03/15,IF64C,2016,2,8.1,45,Formado,41
26096,171749.0,0.8408,10,18/03/15,EL65G,2016,2,8.8,60,Formado,42
26102,171749.0,0.8408,10,18/03/15,GE70D,2016,2,9.5,30,Formado,43
26118,171749.0,0.8408,10,18/03/15,EL64O,2016,2,10.0,75,Formado,44
