,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
26586,172044.0,0.773,10,18/03/15,MA71A,2015,1,7.5,90,Formado,1
26592,172044.0,0.773,10,18/03/15,MA71B,2015,1,7.6,90,Formado,2
26597,172044.0,0.773,10,18/03/15,IF61B,2015,1,8.3,60,Formado,3
26613,172044.0,0.773,10,18/03/15,ES61A,2015,1,7.3,30,Formado,4
26614,172044.0,0.773,10,18/03/15,IF61C,2015,1,7.1,90,Formado,5
26616,172044.0,0.773,10,18/03/15,MA61B,2015,1,7.6,90,Formado,6
26619,172044.0,0.773,10,18/03/15,MA61A,2015,1,7.5,90,Formado,7
26620,172044.0,0.773,10,18/03/15,FI61A,2015,1,7.2,75,Formado,8
26680,172044.0,0.773,10,18/03/15,ES70R,2015,1,7.3,30,Formado,9
26689,172044.0,0.773,10,18/03/15,FI71M,2015,1,7.2,60,Formado,10
26582,172044.0,0.773,10,18/03/15,FI72M,2015,2,6.0,60,Formado,11
26585,172044.0,0.773,10,18/03/15,FI73A,2015,2,8.0,75,Formado,12
26593,172044.0,0.773,10,18/03/15,MA72A,2015,2,7.5,60,Formado,13
26598,172044.0,0.773,10,18/03/15,IF62C,2015,2,8.6,60,Formado,14
26608,172044.0,0.773,10,18/03/15,QB62A,2015,2,7.9,90,Formado,15
26610,172044.0,0.773,10,18/03/15,FI63A,2015,2,8.0,75,Formado,16
26611,172044.0,0.773,10,18/03/15,IF62J,2015,2,8.5,45,Formado,17
26617,172044.0,0.773,10,18/03/15,FI62A,2015,2,6.7,75,Formado,18
26623,172044.0,0.773,10,18/03/15,MA62A,2015,2,7.5,60,Formado,19
26678,172044.0,0.773,10,18/03/15,QB70D,2015,2,7.9,90,Formado,20
26686,172044.0,0.773,10,18/03/15,EL62O,2015,2,10.0,45,Formado,21
26687,172044.0,0.773,10,18/03/15,FI72N,2015,2,8.2,30,Formado,22
26583,172044.0,0.773,10,18/03/15,ES70L,2016,1,9.0,30,Formado,23
26587,172044.0,0.773,10,18/03/15,MA70H,2016,1,8.3,60,Formado,24
26588,172044.0,0.773,10,18/03/15,MA73A,2016,1,6.6,60,Formado,25
26591,172044.0,0.773,10,18/03/15,MA70G,2016,1,7.4,60,Formado,26
26594,172044.0,0.773,10,18/03/15,ES60A,2016,1,9.0,30,Formado,27
26603,172044.0,0.773,10,18/03/15,IF63C,2016,1,8.2,45,Formado,28
26604,172044.0,0.773,10,18/03/15,IF63E,2016,1,6.8,60,Formado,29
26605,172044.0,0.773,10,18/03/15,EL63B,2016,1,8.2,75,Formado,30
26621,172044.0,0.773,10,18/03/15,MA63B,2016,1,7.4,60,Formado,31
26624,172044.0,0.773,10,18/03/15,MA63A,2016,1,6.6,60,Formado,32
26625,172044.0,0.773,10,18/03/15,MA65A,2016,1,8.3,60,Formado,33
26681,172044.0,0.773,10,18/03/15,IF63O,2016,1,7.8,45,Formado,34
26595,172044.0,0.773,10,18/03/15,ES60F,2016,2,9.4,30,Formado,35
26599,172044.0,0.773,10,18/03/15,EL65G,2016,2,9.2,60,Formado,36
26600,172044.0,0.773,10,18/03/15,EL65A,2016,2,7.2,90,Formado,37
26601,172044.0,0.773,10,18/03/15,IF64J,2016,2,7.7,45,Formado,38
26602,172044.0,0.773,10,18/03/15,IF65C,2016,2,9.3,45,Formado,39
26606,172044.0,0.773,10,18/03/15,FI64C,2016,2,9.8,60,Formado,40
26607,172044.0,0.773,10,18/03/15,IF64C,2016,2,7.8,45,Formado,41
26676,172044.0,0.773,10,18/03/15,ES70N,2016,2,9.4,30,Formado,42
26682,172044.0,0.773,10,18/03/15,EL64O,2016,2,9.3,75,Formado,43
26584,172044.0,0.773,10,18/03/15,QB70C,2017,1,7.9,75,Formado,44
26590,172044.0,0.773,10,18/03/15,FI70A,2017,1,9.8,60,Formado,45
26627,172044.0,0.773,10,18/03/15,EEE31,2017,1,9.3,60,Formado,46
26628,172044.0,0.773,10,18/03/15,CSW30,2017,1,9.1,60,Formado,47
26629,172044.0,0.773,10,18/03/15,FI74S,2017,1,7.0,60,Formado,48
26630,172044.0,0.773,10,18/03/15,FI74N,2017,1,8.0,30,Formado,49
26631,172044.0,0.773,10,18/03/15,EEX22,2017,1,7.7,45,Formado,50
26635,172044.0,0.773,10,18/03/15,EEF11,2017,1,10.0,30,Formado,51
26636,172044.0,0.773,10,18/03/15,EEX21,2017,1,8.5,45,Formado,52
26638,172044.0,0.773,10,18/03/15,EEX11,2017,1,7.7,45,Formado,53
26639,172044.0,0.773,10,18/03/15,EEQ31,2017,1,9.2,75,Formado,54
26643,172044.0,0.773,10,18/03/15,CSR31,2017,1,7.8,30,Formado,55
26644,172044.0,0.773,10,18/03/15,FI71S,2017,1,7.2,60,Formado,56
26653,172044.0,0.773,10,18/03/15,EEB31,2017,1,7.2,90,Formado,57
26654,172044.0,0.773,10,18/03/15,EEF21,2017,1,8.0,30,Formado,58
