,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO,RowNumber
29016,186021.0,0.7029,10,08/08/16,ES70R,2016,2,6.0,30,Formado,1
29019,186021.0,0.7029,10,08/08/16,MA71A,2016,2,7.4,90,Formado,2
29024,186021.0,0.7029,10,08/08/16,IF61B,2016,2,7.4,60,Formado,3
29026,186021.0,0.7029,10,08/08/16,MA71B,2016,2,6.2,90,Formado,4
29030,186021.0,0.7029,10,08/08/16,MA61A,2016,2,7.4,90,Formado,5
29031,186021.0,0.7029,10,08/08/16,MA61B,2016,2,6.2,90,Formado,6
29032,186021.0,0.7029,10,08/08/16,IF61C,2016,2,3.8,90,Formado,7
29056,186021.0,0.7029,10,08/08/16,FI71M,2016,2,2.7,60,Formado,8
28981,186021.0,0.7029,10,08/08/16,CSD20,2017,1,7.4,45,Formado,9
29005,186021.0,0.7029,10,08/08/16,EEX11,2017,1,4.5,45,Formado,10
29021,186021.0,0.7029,10,08/08/16,QB70C,2017,1,7.6,75,Formado,11
29027,186021.0,0.7029,10,08/08/16,MA72A,2017,1,6.0,60,Formado,12
29046,186021.0,0.7029,10,08/08/16,CSE20,2017,1,8.9,60,Formado,13
29047,186021.0,0.7029,10,08/08/16,CSF20,2017,1,8.0,45,Formado,14
29055,186021.0,0.7029,10,08/08/16,FI71M,2017,1,6.9,60,Formado,15
29058,186021.0,0.7029,10,08/08/16,FI71S,2017,1,6.9,60,Formado,16
28990,186021.0,0.7029,10,08/08/16,EEX21,2017,2,8.1,45,Formado,17
29012,186021.0,0.7029,10,08/08/16,FI72N,2017,2,5.6,30,Formado,18
29017,186021.0,0.7029,10,08/08/16,MA70H,2017,2,7.2,60,Formado,19
29018,186021.0,0.7029,10,08/08/16,MA73A,2017,2,6.7,60,Formado,20
29020,186021.0,0.7029,10,08/08/16,FI72M,2017,2,7.4,60,Formado,21
29029,186021.0,0.7029,10,08/08/16,MA70G,2017,2,6.3,60,Formado,22
29053,186021.0,0.7029,10,08/08/16,CSF30,2017,2,7.9,45,Formado,23
29074,186021.0,0.7029,10,08/08/16,FI72S,2017,2,7.4,60,Formado,24
28978,186021.0,0.7029,10,08/08/16,FI73S,2018,1,9.0,60,Formado,25
28989,186021.0,0.7029,10,08/08/16,EEF11,2018,1,6.3,30,Formado,26
29004,186021.0,0.7029,10,08/08/16,EEX11,2018,1,7.0,45,Formado,27
29034,186021.0,0.7029,10,08/08/16,CSG20,2018,1,8.3,45,Formado,28
29038,186021.0,0.7029,10,08/08/16,EEB21,2018,1,7.2,45,Formado,29
29050,186021.0,0.7029,10,08/08/16,CSF13,2018,1,8.4,90,Formado,30
29051,186021.0,0.7029,10,08/08/16,FI73M,2018,1,9.0,60,Formado,31
29052,186021.0,0.7029,10,08/08/16,CSD21,2018,1,6.9,45,Formado,32
29054,186021.0,0.7029,10,08/08/16,ES70G,2018,1,10.0,45,Formado,33
28979,186021.0,0.7029,10,08/08/16,EEF21,2018,2,7.5,30,Formado,34
28982,186021.0,0.7029,10,08/08/16,CSE30,2018,2,7.2,60,Formado,35
28994,186021.0,0.7029,10,08/08/16,FI74N,2018,2,5.5,30,Formado,36
29001,186021.0,0.7029,10,08/08/16,EEQ31,2018,2,6.1,75,Formado,37
29039,186021.0,0.7029,10,08/08/16,CSB30,2018,2,6.7,60,Formado,38
29057,186021.0,0.7029,10,08/08/16,FI72N,2018,2,7.1,30,Formado,39
29065,186021.0,0.7029,10,08/08/16,EEB31,2018,2,4.9,90,Formado,40
29073,186021.0,0.7029,10,08/08/16,EEB22,2018,2,2.0,45,Formado,41
28983,186021.0,0.7029,10,08/08/16,CSW30,2019,1,6.5,60,Formado,42
28984,186021.0,0.7029,10,08/08/16,FI74S,2019,1,6.1,60,Formado,43
28993,186021.0,0.7029,10,08/08/16,FI74N,2019,1,8.1,30,Formado,44
