,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
2903,90729.0,0.7686,10,03/08/15,FI74N,2017,2,6.3,30,Formado
2904,90729.0,0.7686,10,03/08/15,CSM41,2019,1,6.3,60,Formado
2905,90729.0,0.7686,10,03/08/15,EEX22,2017,2,9.3,45,Formado
2906,90729.0,0.7686,10,03/08/15,EEE31,2017,2,8.4,60,Formado
2907,90729.0,0.7686,10,03/08/15,CSW30,2017,2,8.4,60,Formado
2908,90729.0,0.7686,10,03/08/15,FI74S,2017,2,7.2,60,Formado
2909,90729.0,0.7686,10,03/08/15,EEE32,2017,2,6.2,60,Formado
2910,90729.0,0.7686,10,03/08/15,CSR31,2017,2,8.4,30,Formado
2911,90729.0,0.7686,10,03/08/15,EEQ31,2017,2,6.8,75,Formado
2912,90729.0,0.7686,10,03/08/15,CSW40,2017,2,8.9,60,Formado
2913,90729.0,0.7686,10,03/08/15,CSW41,2017,2,8.0,60,Formado
2914,90729.0,0.7686,10,03/08/15,EEX11,2017,2,9.3,45,Formado
2915,90729.0,0.7686,10,03/08/15,CSX43,2021,2,8.8,30,Formado
2923,90729.0,0.7686,10,03/08/15,EEB31,2017,2,8.3,90,Formado
2924,90729.0,0.7686,10,03/08/15,CSX42,2017,2,10.0,30,Formado
2925,90729.0,0.7686,10,03/08/15,CSI30,2017,2,7.8,45,Formado
2926,90729.0,0.7686,10,03/08/15,EEX23,2017,2,7.6,45,Formado
2927,90729.0,0.7686,10,03/08/15,CSH43,2018,2,6.5,60,Formado
2928,90729.0,0.7686,10,03/08/15,EL64B,2017,2,7.2,60,Formado
2929,90729.0,0.7686,10,03/08/15,FI72N,2017,2,7.2,30,Formado
2930,90729.0,0.7686,10,03/08/15,MA70C,2017,2,7.8,60,Formado
2931,90729.0,0.7686,10,03/08/15,QB70E,2017,1,9.5,30,Formado
2932,90729.0,0.7686,10,03/08/15,MA71A,2017,2,8.0,90,Formado
2933,90729.0,0.7686,10,03/08/15,QB70C,2017,2,7.5,75,Formado
2934,90729.0,0.7686,10,03/08/15,ES70G,2017,2,8.1,45,Formado
2935,90729.0,0.7686,10,03/08/15,FI70D,2017,2,1.6,30,Formado
2936,90729.0,0.7686,10,03/08/15,GE70D,2017,2,6.5,30,Formado
