,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
29156,186036.0,0.9386,10,08/08/16,CSW30,2018,2,10.0,60,Formado
29157,186036.0,0.9386,10,08/08/16,FI74S,2018,1,9.3,60,Formado
29158,186036.0,0.9386,10,08/08/16,EEF11,2018,1,10.0,30,Formado
29159,186036.0,0.9386,10,08/08/16,EEX21,2017,2,10.0,45,Formado
29160,186036.0,0.9386,10,08/08/16,EEC21,2019,2,6.9,60,Formado
29161,186036.0,0.9386,10,08/08/16,EEQ32,2019,2,9.3,45,Formado
29162,186036.0,0.9386,10,08/08/16,FI74N,2018,1,8.8,30,Formado
29163,186036.0,0.9386,10,08/08/16,EEX22,2019,1,9.6,45,Formado
29164,186036.0,0.9386,10,08/08/16,EEE31,2018,2,7.6,60,Formado
29165,186036.0,0.9386,10,08/08/16,EEQ31,2018,1,10.0,75,Formado
29166,186036.0,0.9386,10,08/08/16,CSW40,2019,1,9.7,60,Formado
29167,186036.0,0.9386,10,08/08/16,CSW41,2019,2,8.8,60,Formado
29168,186036.0,0.9386,10,08/08/16,EEX11,2017,1,10.0,45,Formado
29169,186036.0,0.9386,10,08/08/16,CSX43,2022,2,10.0,30,Formado
29172,186036.0,0.9386,10,08/08/16,CSX54,2020,1,9.0,400,Formado
29173,186036.0,0.9386,10,08/08/16,ES61A,2016,2,10.0,30,Formado
29174,186036.0,0.9386,10,08/08/16,FI72N,2017,1,10.0,30,Formado
29175,186036.0,0.9386,10,08/08/16,QB70E,2020,2,9.5,30,Formado
29176,186036.0,0.9386,10,08/08/16,ES70P,2019,2,9.1,45,Formado
29177,186036.0,0.9386,10,08/08/16,ES70R,2016,2,10.0,30,Formado
29178,186036.0,0.9386,10,08/08/16,MA70H,2017,2,9.6,60,Formado
29179,186036.0,0.9386,10,08/08/16,MA73A,2017,2,9.4,60,Formado
29180,186036.0,0.9386,10,08/08/16,MA71A,2016,2,9.7,90,Formado
29181,186036.0,0.9386,10,08/08/16,FI72M,2017,1,10.0,60,Formado
29182,186036.0,0.9386,10,08/08/16,QB70C,2017,1,9.0,75,Formado
29183,186036.0,0.9386,10,08/08/16,ES70G,2018,2,10.0,45,Formado
29185,186036.0,0.9386,10,08/08/16,IF61B,2016,2,9.6,60,Formado
29186,186036.0,0.9386,10,08/08/16,MA71B,2016,2,8.6,90,Formado
29187,186036.0,0.9386,10,08/08/16,MA72A,2017,1,10.0,60,Formado
29188,186036.0,0.9386,10,08/08/16,GE70D,2021,1,8.3,30,Formado
29189,186036.0,0.9386,10,08/08/16,MA70G,2017,2,9.6,60,Formado
29190,186036.0,0.9386,10,08/08/16,MA61A,2016,2,9.7,90,Formado
29191,186036.0,0.9386,10,08/08/16,FI61A,2016,2,9.2,75,Formado
29192,186036.0,0.9386,10,08/08/16,MA61B,2016,2,8.6,90,Formado
29193,186036.0,0.9386,10,08/08/16,IF61C,2016,2,9.3,90,Formado
29195,186036.0,0.9386,10,08/08/16,CSG20,2018,2,10.0,45,Formado
29196,186036.0,0.9386,10,08/08/16,CSA31,2019,1,9.5,45,Formado
29197,186036.0,0.9386,10,08/08/16,CSB52,2021,2,10.0,45,Formado
29198,186036.0,0.9386,10,08/08/16,CSW42,2019,2,10.0,60,Formado
29199,186036.0,0.9386,10,08/08/16,CSI53,2021,1,9.7,45,Formado
29200,186036.0,0.9386,10,08/08/16,EEB21,2017,2,10.0,45,Formado
29201,186036.0,0.9386,10,08/08/16,CSA30,2018,2,9.0,45,Formado
29202,186036.0,0.9386,10,08/08/16,CSO30,2019,1,10.0,60,Formado
29203,186036.0,0.9386,10,08/08/16,CSR30,2019,2,9.9,45,Formado
29204,186036.0,0.9386,10,08/08/16,CSS30,2020,2,10.0,60,Formado
29205,186036.0,0.9386,10,08/08/16,CSE20,2017,1,10.0,60,Formado
29206,186036.0,0.9386,10,08/08/16,CSF20,2017,1,9.7,45,Formado
29207,186036.0,0.9386,10,08/08/16,GE70H,2020,2,9.0,30,Formado
29208,186036.0,0.9386,10,08/08/16,FI74M,2018,1,9.3,60,Formado
29209,186036.0,0.9386,10,08/08/16,DI84D,2021,2,10.0,75,Formado
29210,186036.0,0.9386,10,08/08/16,CSF13,2017,1,9.3,90,Formado
29211,186036.0,0.9386,10,08/08/16,FI73M,2017,2,9.4,60,Formado
29212,186036.0,0.9386,10,08/08/16,CSD21,2018,1,9.3,45,Formado
29213,186036.0,0.9386,10,08/08/16,CSF30,2017,2,10.0,45,Formado
29214,186036.0,0.9386,10,08/08/16,CSB30,2018,2,9.3,60,Formado
29215,186036.0,0.9386,10,08/08/16,FI71M,2016,2,9.2,60,Formado
29216,186036.0,0.9386,10,08/08/16,CSM44,2021,2,10.0,90,Formado
29217,186036.0,0.9386,10,08/08/16,FI71S,2017,1,9.2,60,Formado
29218,186036.0,0.9386,10,08/08/16,EEE32,2019,1,9.5,60,Formado
29219,186036.0,0.9386,10,08/08/16,CSM40,2021,2,8.7,60,Formado
29220,186036.0,0.9386,10,08/08/16,CSR31,2018,2,9.5,30,Formado
29221,186036.0,0.9386,10,08/08/16,EEF31,2021,1,10.0,30,Formado
29222,186036.0,0.9386,10,08/08/16,PPGSESAI11,2020,2,10.0,60,Formado
29223,186036.0,0.9386,10,08/08/16,EEB31,2018,1,9.5,90,Formado
29224,186036.0,0.9386,10,08/08/16,CSV52,2021,2,10.0,45,Formado
29225,186036.0,0.9386,10,08/08/16,CSV30,2020,2,9.1,60,Formado
29226,186036.0,0.9386,10,08/08/16,CSX42,2021,1,9.4,30,Formado
29227,186036.0,0.9386,10,08/08/16,CSI30,2019,2,9.0,45,Formado
29228,186036.0,0.9386,10,08/08/16,EEX23,2020,1,9.8,45,Formado
29229,186036.0,0.9386,10,08/08/16,EEC31,2021,2,6.5,30,Formado
29230,186036.0,0.9386,10,08/08/16,EEB22,2018,1,9.4,45,Formado
29231,186036.0,0.9386,10,08/08/16,FI72S,2017,1,10.0,60,Formado
29232,186036.0,0.9386,10,08/08/16,FI73S,2017,2,9.4,60,Formado
29233,186036.0,0.9386,10,08/08/16,EEF21,2018,2,9.4,30,Formado
29234,186036.0,0.9386,10,08/08/16,CSX53,2021,1,0.0,180,Formado
29235,186036.0,0.9386,10,08/08/16,CSD20,2017,1,9.6,45,Formado
29236,186036.0,0.9386,10,08/08/16,CSE30,2019,1,6.5,60,Formado
