,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
16690,129034.0,0.7533,10,27/02/15,IF66B,2015,1,8.0,60,Formado
16691,129034.0,0.7533,10,27/02/15,ES61A,2015,1,8.8,30,Formado
16692,129034.0,0.7533,10,27/02/15,QB62A,2015,1,6.4,90,Formado
16693,129034.0,0.7533,10,27/02/15,FI63A,2015,1,8.0,75,Formado
16694,129034.0,0.7533,10,27/02/15,EL68F,2016,2,8.7,60,Formado
16695,129034.0,0.7533,10,27/02/15,IF62J,2015,1,9.0,45,Formado
16698,129034.0,0.7533,10,27/02/15,IF63B,2015,1,6.7,30,Formado
16699,129034.0,0.7533,10,27/02/15,GE60B,2016,1,6.8,30,Formado
16700,129034.0,0.7533,10,27/02/15,IF61C,2015,1,9.1,90,Formado
16701,129034.0,0.7533,10,27/02/15,GE60D,2015,1,7.1,30,Formado
16702,129034.0,0.7533,10,27/02/15,IF60K,2018,1,0.0,180,Formado
16703,129034.0,0.7533,10,27/02/15,FI66A,2015,1,8.3,30,Formado
16704,129034.0,0.7533,10,27/02/15,QB65A,2015,1,9.3,30,Formado
16705,129034.0,0.7533,10,27/02/15,CE62A,2015,1,9.4,30,Formado
16706,129034.0,0.7533,10,27/02/15,FI62A,2015,1,6.9,75,Formado
16707,129034.0,0.7533,10,27/02/15,FI64B,2015,1,7.1,45,Formado
16708,129034.0,0.7533,10,27/02/15,MA63B,2015,1,7.8,60,Formado
16709,129034.0,0.7533,10,27/02/15,ES65A,2016,1,9.2,30,Formado
16710,129034.0,0.7533,10,27/02/15,MA61B,2015,1,6.9,90,Formado
16711,129034.0,0.7533,10,27/02/15,MA61A,2015,1,6.5,90,Formado
16712,129034.0,0.7533,10,27/02/15,FI61A,2015,1,7.2,75,Formado
16713,129034.0,0.7533,10,27/02/15,MA62A,2015,1,6.6,60,Formado
16714,129034.0,0.7533,10,27/02/15,MA63A,2015,1,7.4,60,Formado
16715,129034.0,0.7533,10,27/02/15,MA64A,2015,1,6.8,60,Formado
16716,129034.0,0.7533,10,27/02/15,MA65A,2015,1,6.2,60,Formado
16717,129034.0,0.7533,10,27/02/15,CSR45,2017,1,7.0,45,Formado
16718,129034.0,0.7533,10,27/02/15,CSX53,2018,1,0.0,180,Formado
16719,129034.0,0.7533,10,27/02/15,CSD40,2016,2,9.0,60,Formado
16720,129034.0,0.7533,10,27/02/15,IF6CN,2017,1,7.0,45,Formado
16721,129034.0,0.7533,10,27/02/15,GE70H,2016,1,8.5,30,Formado
16722,129034.0,0.7533,10,27/02/15,ES70J,2017,1,8.8,30,Formado
16723,129034.0,0.7533,10,27/02/15,ES70N,2015,1,7.8,30,Formado
16724,129034.0,0.7533,10,27/02/15,ES70Q,2015,2,8.5,30,Formado
16725,129034.0,0.7533,10,27/02/15,IF63O,2015,1,8.0,45,Formado
16726,129034.0,0.7533,10,27/02/15,EL64O,2015,1,8.3,75,Formado
16727,129034.0,0.7533,10,27/02/15,GE70F,2016,1,6.8,30,Formado
16728,129034.0,0.7533,10,27/02/15,EL66K,2016,1,6.0,75,Formado
16729,129034.0,0.7533,10,27/02/15,EL66K,2015,2,0.2,75,Formado
16730,129034.0,0.7533,10,27/02/15,EL66L,2015,1,8.5,30,Formado
16731,129034.0,0.7533,10,27/02/15,ES70B,2016,1,9.2,30,Formado
16732,129034.0,0.7533,10,27/02/15,EL62O,2015,1,9.2,45,Formado
16733,129034.0,0.7533,10,27/02/15,GE70L,2016,2,9.9,30,Formado
16734,129034.0,0.7533,10,27/02/15,IF6AL,2016,2,9.0,60,Formado
16735,129034.0,0.7533,10,27/02/15,ES60F,2015,1,7.8,30,Formado
16736,129034.0,0.7533,10,27/02/15,ES60G,2015,2,8.5,30,Formado
16737,129034.0,0.7533,10,27/02/15,IF60A,2016,1,9.0,30,Formado
16738,129034.0,0.7533,10,27/02/15,IF67D,2015,1,10.0,60,Formado
16739,129034.0,0.7533,10,27/02/15,IF69D,2016,2,6.9,60,Formado
16740,129034.0,0.7533,10,27/02/15,ES60A,2015,1,10.0,30,Formado
16741,129034.0,0.7533,10,27/02/15,IF62C,2015,1,7.0,60,Formado
16742,129034.0,0.7533,10,27/02/15,EL68A,2015,1,8.6,60,Formado
16743,129034.0,0.7533,10,27/02/15,GE60C,2016,1,8.5,30,Formado
16744,129034.0,0.7533,10,27/02/15,IF61B,2015,1,7.4,60,Formado
16745,129034.0,0.7533,10,27/02/15,GE60A,2016,2,9.9,30,Formado
16746,129034.0,0.7533,10,27/02/15,QB60A,2015,1,9.3,30,Formado
16747,129034.0,0.7533,10,27/02/15,IF60J,2017,2,9.8,360,Formado
16749,129034.0,0.7533,10,27/02/15,EL66C,2015,1,8.3,60,Formado
16750,129034.0,0.7533,10,27/02/15,EL68E,2017,1,6.0,60,Formado
16751,129034.0,0.7533,10,27/02/15,EL68E,2016,2,0.9,60,Formado
16752,129034.0,0.7533,10,27/02/15,EL68G,2017,1,6.6,60,Formado
16753,129034.0,0.7533,10,27/02/15,IF60B,2018,1,9.5,60,Formado
16754,129034.0,0.7533,10,27/02/15,IF67H,2016,2,8.2,60,Formado
16755,129034.0,0.7533,10,27/02/15,IF68D,2016,1,7.3,60,Formado
16756,129034.0,0.7533,10,27/02/15,IF68E,2016,1,7.3,60,Formado
16757,129034.0,0.7533,10,27/02/15,IF67B,2015,2,8.8,60,Formado
16758,129034.0,0.7533,10,27/02/15,IF67C,2015,2,7.4,60,Formado
16759,129034.0,0.7533,10,27/02/15,EL66D,2015,2,8.5,60,Formado
16760,129034.0,0.7533,10,27/02/15,EL66H,2015,1,7.8,60,Formado
16761,129034.0,0.7533,10,27/02/15,IF66J,2015,2,7.4,45,Formado
16762,129034.0,0.7533,10,27/02/15,EL65H,2015,1,7.7,90,Formado
16763,129034.0,0.7533,10,27/02/15,IF66C,2015,1,8.6,60,Formado
16764,129034.0,0.7533,10,27/02/15,IF66D,2015,1,8.3,60,Formado
16765,129034.0,0.7533,10,27/02/15,IF65C,2015,1,7.4,45,Formado
16766,129034.0,0.7533,10,27/02/15,IF65D,2015,1,8.3,45,Formado
16767,129034.0,0.7533,10,27/02/15,IF65E,2015,1,7.7,60,Formado
16768,129034.0,0.7533,10,27/02/15,EL65A,2015,1,7.9,90,Formado
