,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
15018,123664.0,0.8136,10,18/03/15,CSF20,2017,1,8.6,45,Formado
15019,123664.0,0.8136,10,18/03/15,CSD20,2017,1,9.3,45,Formado
15020,123664.0,0.8136,10,18/03/15,CSE30,2017,2,7.3,60,Formado
15021,123664.0,0.8136,10,18/03/15,CSG20,2017,1,9.5,45,Formado
15022,123664.0,0.8136,10,18/03/15,CSH30,2017,1,7.3,45,Formado
15023,123664.0,0.8136,10,18/03/15,CSA31,2017,2,9.2,45,Formado
15024,123664.0,0.8136,10,18/03/15,CSW42,2018,1,8.0,60,Formado
15025,123664.0,0.8136,10,18/03/15,EEB21,2017,1,8.0,45,Formado
15026,123664.0,0.8136,10,18/03/15,DI81C,2019,2,9.0,75,Formado
15027,123664.0,0.8136,10,18/03/15,CSF13,2017,1,9.4,90,Formado
15028,123664.0,0.8136,10,18/03/15,CSD21,2017,1,8.8,45,Formado
15029,123664.0,0.8136,10,18/03/15,CSH42,2019,1,8.1,45,Formado
15030,123664.0,0.8136,10,18/03/15,CSX54,2019,1,10.0,400,Formado
15034,123664.0,0.8136,10,18/03/15,FI71S,2017,1,8.5,60,Formado
15035,123664.0,0.8136,10,18/03/15,EEE32,2017,2,8.0,60,Formado
15036,123664.0,0.8136,10,18/03/15,EEC31,2019,1,6.6,30,Formado
15037,123664.0,0.8136,10,18/03/15,EEB22,2017,1,8.0,45,Formado
15038,123664.0,0.8136,10,18/03/15,FI72S,2017,1,6.9,60,Formado
15039,123664.0,0.8136,10,18/03/15,FI73S,2017,1,9.6,60,Formado
15040,123664.0,0.8136,10,18/03/15,EEF21,2017,1,6.0,30,Formado
15041,123664.0,0.8136,10,18/03/15,CSX53,2020,1,0.0,180,Formado
15042,123664.0,0.8136,10,18/03/15,CSW40,2017,2,7.6,60,Formado
15043,123664.0,0.8136,10,18/03/15,CSW41,2018,1,7.7,60,Formado
15044,123664.0,0.8136,10,18/03/15,EEX11,2017,1,6.7,45,Formado
15045,123664.0,0.8136,10,18/03/15,CSX43,2021,2,9.5,30,Formado
15049,123664.0,0.8136,10,18/03/15,EEB31,2017,1,7.9,90,Formado
15050,123664.0,0.8136,10,18/03/15,CSX42,2019,1,10.0,30,Formado
15051,123664.0,0.8136,10,18/03/15,CSI30,2018,2,8.8,45,Formado
