,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
27983,179624.0,0.8791,10,29/02/16,QB70E,2020,2,9.5,30,Formado
27984,179624.0,0.8791,10,29/02/16,ES70G,2018,1,10.0,45,Formado
27985,179624.0,0.8791,10,29/02/16,FI71M,2016,1,7.5,60,Formado
27986,179624.0,0.8791,10,29/02/16,EL62O,2016,2,10.0,45,Formado
27987,179624.0,0.8791,10,29/02/16,QB70C,2017,1,9.0,75,Formado
27988,179624.0,0.8791,10,29/02/16,MA71A,2016,1,8.8,90,Formado
27989,179624.0,0.8791,10,29/02/16,FI72M,2016,2,8.2,60,Formado
27990,179624.0,0.8791,10,29/02/16,MA70H,2017,1,7.4,60,Formado
27991,179624.0,0.8791,10,29/02/16,MA73A,2017,1,8.8,60,Formado
27992,179624.0,0.8791,10,29/02/16,FI73A,2016,2,8.5,75,Formado
27993,179624.0,0.8791,10,29/02/16,MA70G,2017,1,8.9,60,Formado
27994,179624.0,0.8791,10,29/02/16,MA72A,2016,2,6.5,60,Formado
27995,179624.0,0.8791,10,29/02/16,GE70D,2020,2,8.8,30,Formado
27996,179624.0,0.8791,10,29/02/16,EL68A,2020,2,10.0,60,Formado
27997,179624.0,0.8791,10,29/02/16,MA71B,2016,1,8.3,90,Formado
27998,179624.0,0.8791,10,29/02/16,IF61B,2016,1,9.6,60,Formado
27999,179624.0,0.8791,10,29/02/16,IF62C,2016,2,8.6,60,Formado
28000,179624.0,0.8791,10,29/02/16,QB62A,2016,2,9.0,90,Formado
28002,179624.0,0.8791,10,29/02/16,IF62J,2016,2,9.5,45,Formado
28003,179624.0,0.8791,10,29/02/16,ES61A,2016,1,8.0,30,Formado
28005,179624.0,0.8791,10,29/02/16,FI63A,2016,2,8.5,75,Formado
28006,179624.0,0.8791,10,29/02/16,FI62A,2016,2,8.5,75,Formado
28007,179624.0,0.8791,10,29/02/16,IF61C,2016,1,9.5,90,Formado
28008,179624.0,0.8791,10,29/02/16,FI61A,2016,1,7.5,75,Formado
28009,179624.0,0.8791,10,29/02/16,MA61B,2016,1,8.3,90,Formado
28010,179624.0,0.8791,10,29/02/16,MA62A,2016,2,6.5,60,Formado
28011,179624.0,0.8791,10,29/02/16,MA61A,2016,1,8.8,90,Formado
28012,179624.0,0.8791,10,29/02/16,EEB31,2017,2,8.5,90,Formado
28013,179624.0,0.8791,10,29/02/16,EEF21,2018,1,9.5,30,Formado
