,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
29979,198543.0,0.8622,10,07/08/17,QB70E,2021,1,9.5,30,Formado
29980,198543.0,0.8622,10,07/08/17,ES70P,2021,2,9.1,45,Formado
29981,198543.0,0.8622,10,07/08/17,GE70H,2021,1,8.5,30,Formado
29982,198543.0,0.8622,10,07/08/17,GE73D,2022,1,8.0,45,Formado
29983,198543.0,0.8622,10,07/08/17,FI74M,2020,2,7.1,60,Formado
29984,198543.0,0.8622,10,07/08/17,MA70G,2018,2,6.8,60,Formado
29985,198543.0,0.8622,10,07/08/17,MA70H,2018,2,9.2,60,Formado
29986,198543.0,0.8622,10,07/08/17,MA73A,2018,2,8.1,60,Formado
29987,198543.0,0.8622,10,07/08/17,MA71A,2017,2,8.2,90,Formado
29988,198543.0,0.8622,10,07/08/17,FI72M,2018,1,9.0,60,Formado
29989,198543.0,0.8622,10,07/08/17,QB70C,2018,1,8.3,75,Formado
29990,198543.0,0.8622,10,07/08/17,ES70G,2021,1,10.0,45,Formado
29993,198543.0,0.8622,10,07/08/17,DI65H,2021,2,10.0,45,Formado
29994,198543.0,0.8622,10,07/08/17,EL66E,2020,2,8.9,120,Formado
29995,198543.0,0.8622,10,07/08/17,MA71B,2017,2,7.5,90,Formado
29996,198543.0,0.8622,10,07/08/17,MA72A,2018,1,8.3,60,Formado
29997,198543.0,0.8622,10,07/08/17,GE70D,2021,1,8.2,30,Formado
29998,198543.0,0.8622,10,07/08/17,ELF51,2021,2,9.9,60,Formado
29999,198543.0,0.8622,10,07/08/17,ELB23,2021,1,8.0,30,Formado
30000,198543.0,0.8622,10,07/08/17,CSM45,2022,2,9.8,60,Formado
30001,198543.0,0.8622,10,07/08/17,ELTE3,2021,2,9.6,60,Formado
30002,198543.0,0.8622,10,07/08/17,ELF62,2021,2,10.0,60,Formado
30003,198543.0,0.8622,10,07/08/17,FI74N,2019,1,7.8,30,Formado
30004,198543.0,0.8622,10,07/08/17,CSM41,2022,2,10.0,60,Formado
30005,198543.0,0.8622,10,07/08/17,EEX22,2020,2,8.9,45,Formado
30006,198543.0,0.8622,10,07/08/17,EEX22,2020,1,-1.0,45,Formado
30007,198543.0,0.8622,10,07/08/17,EEE31,2019,2,6.6,60,Formado
30008,198543.0,0.8622,10,07/08/17,CSW30,2019,2,8.6,60,Formado
30009,198543.0,0.8622,10,07/08/17,FI74S,2020,2,7.1,60,Formado
30010,198543.0,0.8622,10,07/08/17,CSW41,2022,1,8.8,60,Formado
30011,198543.0,0.8622,10,07/08/17,EEX11,2018,1,10.0,45,Formado
30012,198543.0,0.8622,10,07/08/17,CSX43,2022,2,10.0,30,Formado
30013,198543.0,0.8622,10,07/08/17,EEF11,2019,1,8.6,30,Formado
30014,198543.0,0.8622,10,07/08/17,EEX21,2018,2,9.9,45,Formado
30015,198543.0,0.8622,10,07/08/17,EEC21,2021,2,10.0,60,Formado
30016,198543.0,0.8622,10,07/08/17,EEQ32,2021,2,9.9,45,Formado
30017,198543.0,0.8622,10,07/08/17,CSM44,2022,1,10.0,90,Formado
30018,198543.0,0.8622,10,07/08/17,FI71S,2017,2,8.4,60,Formado
30019,198543.0,0.8622,10,07/08/17,EEE32,2020,2,8.9,60,Formado
30020,198543.0,0.8622,10,07/08/17,CSR31,2019,2,7.7,30,Formado
30021,198543.0,0.8622,10,07/08/17,EEQ31,2019,1,9.3,75,Formado
