,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
28160,179819.0,0.8291,10,29/02/16,FI72S,2017,1,7.2,60,Formado
28161,179819.0,0.8291,10,29/02/16,FI73S,2017,1,7.3,60,Formado
28162,179819.0,0.8291,10,29/02/16,EEB21,2017,1,8.4,45,Formado
28163,179819.0,0.8291,10,29/02/16,EEC31,2020,1,8.0,30,Formado
28164,179819.0,0.8291,10,29/02/16,EEB22,2017,2,8.3,45,Formado
28165,179819.0,0.8291,10,29/02/16,CSW42,2019,1,8.9,60,Formado
28166,179819.0,0.8291,10,29/02/16,CSI55,2020,1,10.0,45,Formado
28167,179819.0,0.8291,10,29/02/16,CSG20,2018,1,10.0,45,Formado
28168,179819.0,0.8291,10,29/02/16,CSW30,2018,1,9.5,60,Formado
28169,179819.0,0.8291,10,29/02/16,FI74S,2017,2,9.0,60,Formado
28170,179819.0,0.8291,10,29/02/16,FI74N,2017,1,7.3,30,Formado
28171,179819.0,0.8291,10,29/02/16,EEX22,2018,2,6.7,45,Formado
28172,179819.0,0.8291,10,29/02/16,EEE31,2018,1,9.1,60,Formado
28173,179819.0,0.8291,10,29/02/16,EEQ32,2019,1,7.4,45,Formado
28174,179819.0,0.8291,10,29/02/16,EEF11,2017,1,10.0,30,Formado
28175,179819.0,0.8291,10,29/02/16,EEX21,2017,1,6.5,45,Formado
28176,179819.0,0.8291,10,29/02/16,EEC21,2019,1,7.0,60,Formado
28180,179819.0,0.8291,10,29/02/16,EEX11,2017,1,8.5,45,Formado
28181,179819.0,0.8291,10,29/02/16,CSX43,2022,1,9.0,30,Formado
28182,179819.0,0.8291,10,29/02/16,EEQ31,2017,2,9.5,75,Formado
28183,179819.0,0.8291,10,29/02/16,CSW40,2018,2,9.3,60,Formado
28184,179819.0,0.8291,10,29/02/16,CSW41,2019,1,8.2,60,Formado
28185,179819.0,0.8291,10,29/02/16,CSR31,2018,1,9.3,30,Formado
28186,179819.0,0.8291,10,29/02/16,CSE43,2020,2,10.0,45,Formado
28187,179819.0,0.8291,10,29/02/16,FI71S,2017,1,6.2,60,Formado
28188,179819.0,0.8291,10,29/02/16,ES61A,2016,1,7.5,30,Formado
28190,179819.0,0.8291,10,29/02/16,FI63A,2016,2,7.3,75,Formado
28191,179819.0,0.8291,10,29/02/16,MA61B,2016,1,8.3,90,Formado
28192,179819.0,0.8291,10,29/02/16,FI62A,2016,2,7.2,75,Formado
28193,179819.0,0.8291,10,29/02/16,IF61C,2016,1,7.1,90,Formado
28194,179819.0,0.8291,10,29/02/16,MA61A,2016,1,7.0,90,Formado
28195,179819.0,0.8291,10,29/02/16,FI61A,2016,1,6.2,75,Formado
28196,179819.0,0.8291,10,29/02/16,MA62A,2016,2,7.0,60,Formado
28197,179819.0,0.8291,10,29/02/16,QB70E,2020,2,9.5,30,Formado
28198,179819.0,0.8291,10,29/02/16,QB70E,2020,1,-1.0,30,Formado
28199,179819.0,0.8291,10,29/02/16,ES70G,2017,1,10.0,45,Formado
28200,179819.0,0.8291,10,29/02/16,FI71M,2016,1,6.2,60,Formado
28201,179819.0,0.8291,10,29/02/16,QB70C,2017,1,7.8,75,Formado
28202,179819.0,0.8291,10,29/02/16,MA71A,2016,1,7.0,90,Formado
28203,179819.0,0.8291,10,29/02/16,FI72M,2016,2,6.0,60,Formado
28204,179819.0,0.8291,10,29/02/16,MA70H,2017,1,9.5,60,Formado
28205,179819.0,0.8291,10,29/02/16,MA73A,2017,1,8.9,60,Formado
28206,179819.0,0.8291,10,29/02/16,FI73A,2016,2,7.3,75,Formado
