,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
29488,190495.0,0.8363,10,02/03/17,MA72A,2017,2,9.0,60,Formado
29489,190495.0,0.8363,10,02/03/17,GE70D,2021,1,7.0,30,Formado
29490,190495.0,0.8363,10,02/03/17,GE70H,2021,2,8.0,30,Formado
29491,190495.0,0.8363,10,02/03/17,FI74M,2019,1,6.0,60,Formado
29492,190495.0,0.8363,10,02/03/17,MA70G,2018,1,8.7,60,Formado
29493,190495.0,0.8363,10,02/03/17,MA70H,2018,1,8.9,60,Formado
29494,190495.0,0.8363,10,02/03/17,MA73A,2018,1,8.7,60,Formado
29495,190495.0,0.8363,10,02/03/17,MA71A,2017,1,7.5,90,Formado
29496,190495.0,0.8363,10,02/03/17,FI72M,2017,2,8.5,60,Formado
29497,190495.0,0.8363,10,02/03/17,QB70C,2017,2,8.3,75,Formado
29498,190495.0,0.8363,10,02/03/17,ES70G,2019,2,9.7,45,Formado
29500,190495.0,0.8363,10,02/03/17,DI62G,2022,1,8.1,45,Formado
29501,190495.0,0.8363,10,02/03/17,DI64G,2021,2,9.4,60,Formado
29503,190495.0,0.8363,10,02/03/17,EL66E,2020,2,9.2,120,Formado
29504,190495.0,0.8363,10,02/03/17,EL68A,2020,1,-1.0,60,Formado
29505,190495.0,0.8363,10,02/03/17,MA71B,2017,1,7.8,90,Formado
29506,190495.0,0.8363,10,02/03/17,CSR30,2020,1,8.9,45,Formado
29507,190495.0,0.8363,10,02/03/17,CSS30,2021,1,7.5,60,Formado
29508,190495.0,0.8363,10,02/03/17,CSE20,2017,2,8.0,60,Formado
29509,190495.0,0.8363,10,02/03/17,CSF20,2017,2,7.9,45,Formado
29510,190495.0,0.8363,10,02/03/17,CSD20,2017,1,9.0,45,Formado
29511,190495.0,0.8363,10,02/03/17,CSF13,2017,1,8.1,90,Formado
29512,190495.0,0.8363,10,02/03/17,FI73M,2018,1,7.0,60,Formado
29513,190495.0,0.8363,10,02/03/17,CSD21,2018,2,6.5,45,Formado
29514,190495.0,0.8363,10,02/03/17,CSF30,2018,1,9.7,45,Formado
29515,190495.0,0.8363,10,02/03/17,CSB30,2019,1,7.4,60,Formado
29516,190495.0,0.8363,10,02/03/17,CSA30,2019,1,8.0,45,Formado
29517,190495.0,0.8363,10,02/03/17,FI71M,2017,1,9.3,60,Formado
29518,190495.0,0.8363,10,02/03/17,FI72N,2017,2,7.4,30,Formado
