,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
15344,123686.0,0.8355,10,18/03/15,CSF20,2017,1,8.1,45,Formado
15345,123686.0,0.8355,10,18/03/15,CSD20,2017,1,7.8,45,Formado
15346,123686.0,0.8355,10,18/03/15,CSE30,2017,2,8.2,60,Formado
15347,123686.0,0.8355,10,18/03/15,CSG20,2017,1,9.5,45,Formado
15348,123686.0,0.8355,10,18/03/15,CSH30,2017,1,6.7,45,Formado
15349,123686.0,0.8355,10,18/03/15,CSA31,2017,2,8.6,45,Formado
15350,123686.0,0.8355,10,18/03/15,CSW42,2018,1,9.3,60,Formado
15351,123686.0,0.8355,10,18/03/15,CSI53,2019,2,9.0,45,Formado
15352,123686.0,0.8355,10,18/03/15,EEB21,2017,1,8.0,45,Formado
15353,123686.0,0.8355,10,18/03/15,DI83F,2021,2,0.0,45,Formado
15354,123686.0,0.8355,10,18/03/15,CSF13,2017,1,9.8,90,Formado
15355,123686.0,0.8355,10,18/03/15,CSD21,2017,1,7.8,45,Formado
15356,123686.0,0.8355,10,18/03/15,CSH42,2019,1,0.0,45,Formado
15357,123686.0,0.8355,10,18/03/15,CSX54,2018,1,9.5,400,Formado
15359,123686.0,0.8355,10,18/03/15,FI71S,2017,1,9.1,60,Formado
15360,123686.0,0.8355,10,18/03/15,EEE32,2018,1,9.5,60,Formado
15361,123686.0,0.8355,10,18/03/15,EEC31,2020,1,7.0,30,Formado
15362,123686.0,0.8355,10,18/03/15,EEB22,2017,1,8.0,45,Formado
15363,123686.0,0.8355,10,18/03/15,FI72S,2017,1,7.3,60,Formado
15364,123686.0,0.8355,10,18/03/15,CSI41,2019,2,8.0,45,Formado
15365,123686.0,0.8355,10,18/03/15,FI73S,2017,1,8.8,60,Formado
15366,123686.0,0.8355,10,18/03/15,EEF21,2017,1,10.0,30,Formado
15367,123686.0,0.8355,10,18/03/15,CSX53,2021,1,0.0,180,Formado
15368,123686.0,0.8355,10,18/03/15,EEF31,2020,2,8.9,30,Formado
15369,123686.0,0.8355,10,18/03/15,CSW40,2017,2,8.1,60,Formado
15370,123686.0,0.8355,10,18/03/15,CSW41,2018,1,7.7,60,Formado
15371,123686.0,0.8355,10,18/03/15,EEX11,2017,1,7.0,45,Formado
15372,123686.0,0.8355,10,18/03/15,CSV40,2020,2,9.2,60,Formado
15373,123686.0,0.8355,10,18/03/15,CSV40,2020,1,-1.0,60,Formado
15374,123686.0,0.8355,10,18/03/15,CSX43,2021,2,9.0,30,Formado
15378,123686.0,0.8355,10,18/03/15,EEB31,2017,1,8.9,90,Formado
15379,123686.0,0.8355,10,18/03/15,CSV30,2019,1,10.0,60,Formado
15380,123686.0,0.8355,10,18/03/15,CSX42,2019,1,10.0,30,Formado
15381,123686.0,0.8355,10,18/03/15,CSI30,2018,2,8.9,45,Formado
15382,123686.0,0.8355,10,18/03/15,EEX23,2018,2,8.9,45,Formado
15384,123686.0,0.8355,10,18/03/15,EEF11,2017,1,10.0,30,Formado
15385,123686.0,0.8355,10,18/03/15,EEX21,2017,1,7.5,45,Formado
15386,123686.0,0.8355,10,18/03/15,EEC21,2018,2,6.0,60,Formado
15387,123686.0,0.8355,10,18/03/15,EEQ32,2017,2,9.5,45,Formado
15388,123686.0,0.8355,10,18/03/15,FI74N,2017,1,8.8,30,Formado
15389,123686.0,0.8355,10,18/03/15,CL74C,2021,1,0.0,60,Formado
15390,123686.0,0.8355,10,18/03/15,EEX22,2017,1,7.0,45,Formado
15391,123686.0,0.8355,10,18/03/15,EEE31,2017,1,8.3,60,Formado
15392,123686.0,0.8355,10,18/03/15,CSW30,2017,1,9.8,60,Formado
15393,123686.0,0.8355,10,18/03/15,FI74S,2017,1,6.9,60,Formado
15394,123686.0,0.8355,10,18/03/15,CSR31,2017,2,7.0,30,Formado
15395,123686.0,0.8355,10,18/03/15,EEQ31,2017,1,9.6,75,Formado
15396,123686.0,0.8355,10,18/03/15,IF61C,2015,1,9.8,90,Formado
15397,123686.0,0.8355,10,18/03/15,FI62A,2015,2,7.3,75,Formado
15398,123686.0,0.8355,10,18/03/15,MA63B,2016,1,9.3,60,Formado
15399,123686.0,0.8355,10,18/03/15,MA61B,2015,1,9.6,90,Formado
15400,123686.0,0.8355,10,18/03/15,MA61A,2015,1,10.0,90,Formado
15401,123686.0,0.8355,10,18/03/15,FI61A,2015,1,9.1,75,Formado
15402,123686.0,0.8355,10,18/03/15,FI51C,2021,2,0.0,32,Formado
15403,123686.0,0.8355,10,18/03/15,MA62A,2015,2,7.5,60,Formado
15404,123686.0,0.8355,10,18/03/15,MA63A,2016,1,6.9,60,Formado
15405,123686.0,0.8355,10,18/03/15,MA65A,2016,1,7.8,60,Formado
15406,123686.0,0.8355,10,18/03/15,IF64C,2016,2,8.8,45,Formado
15407,123686.0,0.8355,10,18/03/15,EL65G,2016,2,9.6,60,Formado
15408,123686.0,0.8355,10,18/03/15,IF63E,2016,1,7.8,60,Formado
