,ID_ANONIMO,CR,PERIODO,INGRESSO,CODIGO,ANO,PERIODO.1,NOTA,CH,SITUACAOALUNO
26129,171750.0,0.9198,10,18/03/15,CSW42,2018,1,9.4,60,Formado
26130,171750.0,0.9198,10,18/03/15,CSG20,2017,1,9.6,45,Formado
26131,171750.0,0.9198,10,18/03/15,CSH30,2017,1,8.2,45,Formado
26132,171750.0,0.9198,10,18/03/15,CSD20,2017,1,8.8,45,Formado
26133,171750.0,0.9198,10,18/03/15,CSE30,2017,2,8.3,60,Formado
26134,171750.0,0.9198,10,18/03/15,CSS30,2019,1,8.0,60,Formado
26135,171750.0,0.9198,10,18/03/15,CSE20,2017,1,10.0,60,Formado
26136,171750.0,0.9198,10,18/03/15,CSF20,2017,1,10.0,45,Formado
26137,171750.0,0.9198,10,18/03/15,EEF21,2017,1,10.0,30,Formado
26138,171750.0,0.9198,10,18/03/15,CSX53,2021,2,0.0,180,Formado
26139,171750.0,0.9198,10,18/03/15,EEB22,2017,1,9.0,45,Formado
26140,171750.0,0.9198,10,18/03/15,FI72S,2017,1,8.6,60,Formado
26141,171750.0,0.9198,10,18/03/15,FI73S,2017,1,7.8,60,Formado
26142,171750.0,0.9198,10,18/03/15,EEB21,2017,1,9.0,45,Formado
26143,171750.0,0.9198,10,18/03/15,EEC31,2019,1,8.9,30,Formado
26144,171750.0,0.9198,10,18/03/15,CSA31,2017,1,10.0,45,Formado
26146,171750.0,0.9198,10,18/03/15,CSI30,2018,1,8.8,45,Formado
26147,171750.0,0.9198,10,18/03/15,EEX23,2019,1,9.5,45,Formado
26148,171750.0,0.9198,10,18/03/15,CSR42,2019,2,9.9,60,Formado
26149,171750.0,0.9198,10,18/03/15,CSV45,2019,2,10.0,60,Formado
26150,171750.0,0.9198,10,18/03/15,CSV30,2019,1,10.0,60,Formado
26151,171750.0,0.9198,10,18/03/15,CSX42,2019,2,10.0,30,Formado
26152,171750.0,0.9198,10,18/03/15,EEF31,2019,2,9.3,30,Formado
26153,171750.0,0.9198,10,18/03/15,CSA45,2019,2,8.0,60,Formado
26154,171750.0,0.9198,10,18/03/15,EEB31,2017,1,9.9,90,Formado
26155,171750.0,0.9198,10,18/03/15,EEQ31,2017,1,10.0,75,Formado
26156,171750.0,0.9198,10,18/03/15,CSW40,2017,2,8.7,60,Formado
26157,171750.0,0.9198,10,18/03/15,EEE32,2017,2,8.4,60,Formado
26158,171750.0,0.9198,10,18/03/15,CSR31,2017,1,7.8,30,Formado
26159,171750.0,0.9198,10,18/03/15,CSA43,2017,2,10.0,60,Formado
26160,171750.0,0.9198,10,18/03/15,FI71S,2017,1,10.0,60,Formado
26161,171750.0,0.9198,10,18/03/15,CSH42,2019,1,0.0,45,Formado
26162,171750.0,0.9198,10,18/03/15,CSX54,2019,2,10.0,400,Formado
26163,171750.0,0.9198,10,18/03/15,EEF11,2017,1,10.0,30,Formado
26164,171750.0,0.9198,10,18/03/15,EEX21,2017,1,10.0,45,Formado
26165,171750.0,0.9198,10,18/03/15,CSX43,2021,2,9.6,30,Formado
26167,171750.0,0.9198,10,18/03/15,CSW41,2018,1,9.4,60,Formado
26168,171750.0,0.9198,10,18/03/15,EEX11,2017,1,9.5,45,Formado
26169,171750.0,0.9198,10,18/03/15,EEE31,2017,1,9.0,60,Formado
26170,171750.0,0.9198,10,18/03/15,CSW30,2017,1,8.9,60,Formado
26171,171750.0,0.9198,10,18/03/15,FI74S,2017,1,10.0,60,Formado
26172,171750.0,0.9198,10,18/03/15,FI74N,2017,1,7.8,30,Formado
26173,171750.0,0.9198,10,18/03/15,EEX22,2017,1,9.5,45,Formado
26174,171750.0,0.9198,10,18/03/15,EEC21,2018,1,8.6,60,Formado
26175,171750.0,0.9198,10,18/03/15,EEQ32,2017,2,10.0,45,Formado
26176,171750.0,0.9198,10,18/03/15,FI62A,2015,2,8.6,75,Formado
26177,171750.0,0.9198,10,18/03/15,MA61A,2015,1,9.7,90,Formado
26178,171750.0,0.9198,10,18/03/15,FI61A,2015,1,10.0,75,Formado
26179,171750.0,0.9198,10,18/03/15,MA63B,2016,1,9.7,60,Formado
26180,171750.0,0.9198,10,18/03/15,MA62A,2015,2,8.5,60,Formado
26181,171750.0,0.9198,10,18/03/15,MA63A,2016,1,9.3,60,Formado
26182,171750.0,0.9198,10,18/03/15,MA65A,2016,1,10.0,60,Formado
26184,171750.0,0.9198,10,18/03/15,IF62J,2015,2,10.0,45,Formado
26185,171750.0,0.9198,10,18/03/15,IF66B,2018,1,9.9,60,Formado
26186,171750.0,0.9198,10,18/03/15,IF61C,2015,1,8.6,90,Formado
26189,171750.0,0.9198,10,18/03/15,FI63A,2015,2,7.8,75,Formado
26190,171750.0,0.9198,10,18/03/15,MA61B,2015,1,8.3,90,Formado
26191,171750.0,0.9198,10,18/03/15,EL65A,2016,2,9.9,90,Formado
26192,171750.0,0.9198,10,18/03/15,IF64J,2016,2,9.5,45,Formado
26193,171750.0,0.9198,10,18/03/15,IF63C,2016,1,10.0,45,Formado
26194,171750.0,0.9198,10,18/03/15,IF63E,2016,1,9.0,60,Formado
26195,171750.0,0.9198,10,18/03/15,EL63B,2016,1,9.0,75,Formado
26196,171750.0,0.9198,10,18/03/15,FI64C,2016,2,9.0,60,Formado
26197,171750.0,0.9198,10,18/03/15,IF64C,2016,2,9.8,45,Formado
26198,171750.0,0.9198,10,18/03/15,ES61A,2015,1,9.6,30,Formado
26199,171750.0,0.9198,10,18/03/15,QB62A,2015,2,9.3,90,Formado
26200,171750.0,0.9198,10,18/03/15,DI64G,2019,2,9.5,60,Formado
26201,171750.0,0.9198,10,18/03/15,MA71B,2015,1,8.3,90,Formado
26202,171750.0,0.9198,10,18/03/15,MA72A,2015,2,8.5,60,Formado
26203,171750.0,0.9198,10,18/03/15,EL68A,2018,1,9.4,60,Formado
26204,171750.0,0.9198,10,18/03/15,ES60A,2016,1,10.0,30,Formado
26205,171750.0,0.9198,10,18/03/15,ES60F,2016,2,8.6,30,Formado
26206,171750.0,0.9198,10,18/03/15,IF61B,2015,1,8.8,60,Formado
26207,171750.0,0.9198,10,18/03/15,IF62C,2015,2,10.0,60,Formado
26208,171750.0,0.9198,10,18/03/15,EL65G,2016,2,10.0,60,Formado
26209,171750.0,0.9198,10,18/03/15,FI73A,2015,2,7.8,75,Formado
26210,171750.0,0.9198,10,18/03/15,MA71A,2015,1,9.7,90,Formado
26211,171750.0,0.9198,10,18/03/15,MA70H,2016,1,10.0,60,Formado
26212,171750.0,0.9198,10,18/03/15,MA73A,2016,1,9.3,60,Formado
26213,171750.0,0.9198,10,18/03/15,GE70D,2018,1,8.6,30,Formado
26214,171750.0,0.9198,10,18/03/15,FI70A,2017,1,9.0,60,Formado
26215,171750.0,0.9198,10,18/03/15,MA70G,2016,1,9.7,60,Formado
26216,171750.0,0.9198,10,18/03/15,ES70P,2017,1,10.0,45,Formado
26217,171750.0,0.9198,10,18/03/15,EL62O,2015,2,10.0,45,Formado
26218,171750.0,0.9198,10,18/03/15,FI72N,2015,2,9.1,30,Formado
26219,171750.0,0.9198,10,18/03/15,ES70G,2017,1,9.0,45,Formado
26220,171750.0,0.9198,10,18/03/15,FI71M,2015,1,10.0,60,Formado
26221,171750.0,0.9198,10,18/03/15,FI72M,2015,2,8.4,60,Formado
26222,171750.0,0.9198,10,18/03/15,ES70L,2016,1,10.0,30,Formado
26223,171750.0,0.9198,10,18/03/15,QB70C,2017,1,9.3,75,Formado
