('123688', '145077', {'weight': 1})
('123688', '150887', {'weight': 1})
('123688', '147820', {'weight': 1})
('123688', '206316', {'weight': 1})
('123688', '161181', {'weight': 1})
('123688', '136734', {'weight': 1})
('123688', '166152', {'weight': 1})
('123688', '186027', {'weight': 1})
('123688', '212662', {'weight': 1})
('123688', '171688', {'weight': 1})
('123688', '202261', {'weight': 1})
('123688', '157889', {'weight': 1})
('123688', '179385', {'weight': 1})
('123688', '180984', {'weight': 1})
('123688', '190494', {'weight': 1})
('123688', '190499', {'weight': 1})
('123688', '157060', {'weight': 1})
('123688', '253829', {'weight': 1})
('123688', '179819', {'weight': 1})
('123688', '186036', {'weight': 1})
('123688', '171652', {'weight': 1})
('123688', '177170', {'weight': 1})
('123688', '202256', {'weight': 1})
('123688', '202417', {'weight': 1})
('123688', '202689', {'weight': 1})
('123688', '202696', {'weight': 1})
('123688', '212675', {'weight': 1})
('123688', '213596', {'weight': 1})
('123688', '88453', {'weight': 1})
('123688', '198545', {'weight': 1})
('123688', '202698', {'weight': 1})
('123736', '168864', {'weight': 1})
('123736', '212903', {'weight': 1})
('123736', '224204', {'weight': 1})
('123736', '219036', {'weight': 1})
('123736', '160838', {'weight': 1})
('123736', '161103', {'weight': 1})
('123736', '177424', {'weight': 1})
('123736', '179624', {'weight': 1})
('123736', '202261', {'weight': 1})
('123736', '131006', {'weight': 1})
('123736', '131014', {'weight': 1})
('123736', '136730', {'weight': 1})
('123736', '161228', {'weight': 1})
('123736', '172248', {'weight': 1})
('123736', '175962', {'weight': 1})
('123736', '179393', {'weight': 1})
('123736', '179397', {'weight': 1})
('123736', '179408', {'weight': 1})
('123736', '179822', {'weight': 1})
('123736', '182913', {'weight': 1})
('123736', '198543', {'weight': 1})
('123736', '104372', {'weight': 1})
('123736', '123682', {'weight': 1})
('123736', '136716', {'weight': 1})
('123736', '136720', {'weight': 1})
('123736', '165565', {'weight': 1})
('123736', '172042', {'weight': 1})
('123736', '175468', {'weight': 1})
('123736', '175799', {'weight': 1})
('123736', '177422', {'weight': 1})
('123736', '179389', {'weight': 1})
('123736', '179645', {'weight': 1})
('123736', '179821', {'weight': 1})
('123736', '183016', {'weight': 1})
('123736', '186037', {'weight': 1})
('123736', '202688', {'weight': 1})
('123736', '124406', {'weight': 1})
('123736', '130999', {'weight': 1})
('123736', '136043', {'weight': 1})
('123736', '136718', {'weight': 1})
('123736', '145055', {'weight': 1})
('123736', '160854', {'weight': 1})
('123736', '161104', {'weight': 1})
('123736', '165564', {'weight': 1})
('123736', '165683', {'weight': 1})
('123736', '165686', {'weight': 1})
('123736', '166078', {'weight': 1})
('123736', '167374', {'weight': 1})
('123736', '169049', {'weight': 1})
('123736', '172047', {'weight': 1})
('123736', '175798', {'weight': 1})
('123736', '194218', {'weight': 1})
('123736', '208880', {'weight': 1})
('123736', '129034', {'weight': 1})
('123736', '150887', {'weight': 1})
('123736', '190499', {'weight': 1})
('123736', '198538', {'weight': 1})
('123736', '90293', {'weight': 1})
('123736', '125626', {'weight': 1})
('123736', '156565', {'weight': 1})
('123736', '160847', {'weight': 1})
('123736', '160851', {'weight': 1})
('123736', '202703', {'weight': 1})
('123736', '136731', {'weight': 1})
('123736', '179385', {'weight': 1})
('123736', '186027', {'weight': 1})
('123736', '193637', {'weight': 1})
('123736', '202250', {'weight': 1})
('123736', '202417', {'weight': 1})
('123736', '202689', {'weight': 1})
('123736', '202701', {'weight': 1})
('123736', '208887', {'weight': 1})
('123736', '124741', {'weight': 1})
('123736', '241309', {'weight': 1})
('129034', '169043', {'weight': 1})
('129034', '190501', {'weight': 1})
('129034', '198372', {'weight': 1})
('129034', '136734', {'weight': 1})
('129034', '198718', {'weight': 1})
('129034', '229544', {'weight': 1})
('129034', '136341', {'weight': 1})
('129034', '158257', {'weight': 1})
('129034', '161216', {'weight': 1})
('129034', '165431', {'weight': 1})
('129034', '165892', {'weight': 1})
('129034', '165894', {'weight': 1})
('129034', '165895', {'weight': 1})
('129034', '166050', {'weight': 1})
('129034', '171740', {'weight': 1})
('129034', '171745', {'weight': 1})
('129034', '171750', {'weight': 1})
('129034', '171751', {'weight': 1})
('129034', '171754', {'weight': 1})
('129034', '171755', {'weight': 1})
